# CBO's own TEN-YEAR BUDGET BASELINE, by fiscal year, by vintage.
#
# Generated by scripts/fetch_cbo_baseline.py. Do not hand-edit: rerun the
# script, which verifies each source file's SHA-256 against a pinned commit
# before writing anything.
#
# Source of record: https://github.com/US-CBO/cbo-data at commit 284a95665f9f2f74ed1f482feb629b43fce323da (2026-06-12),
# file data/budget/ten_year_budget/annual_fy_<edition>.csv. Per-vintage
# repository, path, commit, SHA-256 and fetch date are in PROVENANCE.csv.
#
# Units: BILLIONS of dollars, as CBO prints them. Offsetting receipts
# ("*_offset") are NEGATIVE, as CBO prints them, so a net program level is
# gross + offset.
#
# NOT A CBO PRODUCT. This is a transcription of CBO data; CBO has not
# reviewed it. CBO's own files are public domain (US-CBO/cbo-data LICENSE).
vintage,fiscal_year,variable,value,cbo_variable
cbo_jan_2025,2030,other_revenues_core,360.125,proj_rev_other
cbo_jan_2025,2031,other_revenues_core,415.952,proj_rev_other
cbo_jan_2025,2032,other_revenues_core,439.212,proj_rev_other
cbo_jan_2025,2033,other_revenues_core,456.152,proj_rev_other
cbo_jan_2025,2034,other_revenues_core,474.25,proj_rev_other
cbo_jan_2025,2035,other_revenues_core,496.29,proj_rev_other
cbo_jan_2025,2024,social_security_gross,1454.424,proj_mand_social_security_timing_adj
cbo_jan_2025,2025,social_security_gross,1572.108,proj_mand_social_security_timing_adj
cbo_jan_2025,2026,social_security_gross,1664.223,proj_mand_social_security_timing_adj
cbo_jan_2025,2027,social_security_gross,1760.878,proj_mand_social_security_timing_adj
cbo_jan_2025,2028,social_security_gross,1865.222,proj_mand_social_security_timing_adj
cbo_jan_2025,2029,social_security_gross,1967.506,proj_mand_social_security_timing_adj
cbo_jan_2025,2030,social_security_gross,2071.613,proj_mand_social_security_timing_adj
cbo_jan_2025,2031,social_security_gross,2179.337,proj_mand_social_security_timing_adj
cbo_jan_2025,2032,social_security_gross,2288.683,proj_mand_social_security_timing_adj
cbo_jan_2025,2033,social_security_gross,2399.465,proj_mand_social_security_timing_adj
cbo_jan_2025,2034,social_security_gross,2510.597,proj_mand_social_security_timing_adj
cbo_jan_2025,2035,social_security_gross,2623.808,proj_mand_social_security_timing_adj
cbo_jan_2025,2024,social_security_offset,-23.299,proj_offset_social_security_timing_adj
cbo_jan_2025,2025,social_security_offset,-23.368,proj_offset_social_security_timing_adj
cbo_jan_2025,2026,social_security_offset,-24.162,proj_offset_social_security_timing_adj
cbo_jan_2025,2027,social_security_offset,-24.944,proj_offset_social_security_timing_adj
cbo_jan_2025,2028,social_security_offset,-25.723,proj_offset_social_security_timing_adj
cbo_jan_2025,2029,social_security_offset,-26.506,proj_offset_social_security_timing_adj
cbo_jan_2025,2030,social_security_offset,-27.299,proj_offset_social_security_timing_adj
cbo_jan_2025,2031,social_security_offset,-28.108,proj_offset_social_security_timing_adj
cbo_jan_2025,2032,social_security_offset,-28.936,proj_offset_social_security_timing_adj
cbo_jan_2025,2033,social_security_offset,-29.787,proj_offset_social_security_timing_adj
cbo_jan_2025,2034,social_security_offset,-30.662,proj_offset_social_security_timing_adj
cbo_jan_2025,2035,social_security_offset,-31.561,proj_offset_social_security_timing_adj
cbo_jan_2025,2024,medicare_gross,1088.909,proj_mand_medicare_timing_adj
cbo_jan_2025,2025,medicare_gross,1145.447,proj_mand_medicare_timing_adj
cbo_jan_2025,2026,medicare_gross,1215.568,proj_mand_medicare_timing_adj
cbo_jan_2025,2027,medicare_gross,1290.638,proj_mand_medicare_timing_adj
cbo_jan_2025,2028,medicare_gross,1371.894,proj_mand_medicare_timing_adj
cbo_jan_2025,2029,medicare_gross,1460.277,proj_mand_medicare_timing_adj
cbo_jan_2025,2030,medicare_gross,1554.638,proj_mand_medicare_timing_adj
cbo_jan_2025,2031,medicare_gross,1658.767,proj_mand_medicare_timing_adj
cbo_jan_2025,2032,medicare_gross,1770.119,proj_mand_medicare_timing_adj
cbo_jan_2025,2033,medicare_gross,1904.516,proj_mand_medicare_timing_adj
cbo_jan_2025,2034,medicare_gross,2036.541,proj_mand_medicare_timing_adj
cbo_jan_2025,2035,medicare_gross,2166.35,proj_mand_medicare_timing_adj
cbo_jan_2025,2024,medicare_offset,-178.534,proj_offset_medicare_timing_adj
cbo_jan_2025,2025,medicare_offset,-203.243,proj_offset_medicare_timing_adj
cbo_jan_2025,2026,medicare_offset,-215.228,proj_offset_medicare_timing_adj
cbo_jan_2025,2027,medicare_offset,-232.969,proj_offset_medicare_timing_adj
cbo_jan_2025,2028,medicare_offset,-249.576,proj_offset_medicare_timing_adj
cbo_jan_2025,2029,medicare_offset,-267.287,proj_offset_medicare_timing_adj
cbo_jan_2025,2030,medicare_offset,-288.754,proj_offset_medicare_timing_adj
cbo_jan_2025,2031,medicare_offset,-311.095,proj_offset_medicare_timing_adj
cbo_jan_2025,2032,medicare_offset,-335.343,proj_offset_medicare_timing_adj
cbo_jan_2025,2033,medicare_offset,-362.637,proj_offset_medicare_timing_adj
cbo_jan_2025,2034,medicare_offset,-388.753,proj_offset_medicare_timing_adj
cbo_jan_2025,2035,medicare_offset,-413.142,proj_offset_medicare_timing_adj
cbo_jan_2025,2024,medicaid,617.517,proj_mand_medicaid_timing_adj
cbo_jan_2025,2025,medicaid,655.87,proj_mand_medicaid_timing_adj
cbo_jan_2025,2026,medicaid,695.209,proj_mand_medicaid_timing_adj
cbo_jan_2025,2027,medicaid,737.62,proj_mand_medicaid_timing_adj
cbo_jan_2025,2028,medicaid,766.587,proj_mand_medicaid_timing_adj
cbo_jan_2025,2029,medicaid,803.17,proj_mand_medicaid_timing_adj
cbo_jan_2025,2030,medicaid,836.602,proj_mand_medicaid_timing_adj
cbo_jan_2025,2031,medicaid,870.994,proj_mand_medicaid_timing_adj
cbo_jan_2025,2032,medicaid,910.184,proj_mand_medicaid_timing_adj
cbo_jan_2025,2033,medicaid,947.565,proj_mand_medicaid_timing_adj
cbo_jan_2025,2034,medicaid,985.659,proj_mand_medicaid_timing_adj
cbo_jan_2025,2035,medicaid,1025.287,proj_mand_medicaid_timing_adj
cbo_jan_2025,2024,discretionary_total,1809.797,proj_outlays_discretionary
cbo_jan_2025,2025,discretionary_total,1847.89,proj_outlays_discretionary
cbo_jan_2025,2026,discretionary_total,1896.956,proj_outlays_discretionary
cbo_jan_2025,2027,discretionary_total,1950.844,proj_outlays_discretionary
cbo_jan_2025,2028,discretionary_total,2002.445,proj_outlays_discretionary
cbo_jan_2025,2029,discretionary_total,2032.847,proj_outlays_discretionary
cbo_jan_2025,2030,discretionary_total,2085.818,proj_outlays_discretionary
cbo_jan_2025,2031,discretionary_total,2130.285,proj_outlays_discretionary
cbo_jan_2025,2032,discretionary_total,2174.697,proj_outlays_discretionary
cbo_jan_2025,2033,discretionary_total,2229.409,proj_outlays_discretionary
cbo_jan_2025,2034,discretionary_total,2271.328,proj_outlays_discretionary
cbo_jan_2025,2035,discretionary_total,2315.1,proj_outlays_discretionary
cbo_jan_2025,2024,defense_discretionary,852.64197,proj_disc_defense_outlays_timing_adj (apportioned onto proj_outlays_discretionary)
cbo_jan_2025,2025,defense_discretionary,858.925,proj_disc_defense_outlays_timing_adj
cbo_jan_2025,2026,defense_discretionary,866.155,proj_disc_defense_outlays_timing_adj
cbo_jan_2025,2027,defense_discretionary,883.111,proj_disc_defense_outlays_timing_adj
cbo_jan_2025,2028,defense_discretionary,906.388262,proj_disc_defense_outlays_timing_adj (apportioned onto proj_outlays_discretionary)
cbo_jan_2025,2029,defense_discretionary,922.231014,proj_disc_defense_outlays_timing_adj (apportioned onto proj_outlays_discretionary)
cbo_jan_2025,2030,defense_discretionary,945.085,proj_disc_defense_outlays_timing_adj
cbo_jan_2025,2031,defense_discretionary,963.562,proj_disc_defense_outlays_timing_adj
cbo_jan_2025,2032,defense_discretionary,984.506,proj_disc_defense_outlays_timing_adj
cbo_jan_2025,2033,defense_discretionary,1009.873059,proj_disc_defense_outlays_timing_adj (apportioned onto proj_outlays_discretionary)
cbo_jan_2025,2034,defense_discretionary,1029.395046,proj_disc_defense_outlays_timing_adj (apportioned onto proj_outlays_discretionary)
cbo_jan_2025,2035,defense_discretionary,1050.356204,proj_disc_defense_outlays_timing_adj (apportioned onto proj_outlays_discretionary)
cbo_jan_2025,2024,nondefense_discretionary,957.15503,proj_disc_nondefense_outlays_timing_adj (apportioned onto proj_outlays_discretionary)
cbo_jan_2025,2025,nondefense_discretionary,988.965,proj_disc_nondefense_outlays_timing_adj
cbo_jan_2025,2026,nondefense_discretionary,1030.801,proj_disc_nondefense_outlays_timing_adj
cbo_jan_2025,2027,nondefense_discretionary,1067.733,proj_disc_nondefense_outlays_timing_adj
cbo_jan_2025,2028,nondefense_discretionary,1096.056738,proj_disc_nondefense_outlays_timing_adj (apportioned onto proj_outlays_discretionary)
cbo_jan_2025,2029,nondefense_discretionary,1110.615986,proj_disc_nondefense_outlays_timing_adj (apportioned onto proj_outlays_discretionary)
cbo_jan_2025,2030,nondefense_discretionary,1140.733,proj_disc_nondefense_outlays_timing_adj
cbo_jan_2025,2031,nondefense_discretionary,1166.723,proj_disc_nondefense_outlays_timing_adj
cbo_jan_2025,2032,nondefense_discretionary,1190.191,proj_disc_nondefense_outlays_timing_adj
cbo_jan_2025,2033,nondefense_discretionary,1219.535941,proj_disc_nondefense_outlays_timing_adj (apportioned onto proj_outlays_discretionary)
cbo_jan_2025,2034,nondefense_discretionary,1241.932954,proj_disc_nondefense_outlays_timing_adj (apportioned onto proj_outlays_discretionary)
cbo_jan_2025,2035,nondefense_discretionary,1264.743796,proj_disc_nondefense_outlays_timing_adj (apportioned onto proj_outlays_discretionary)
cbo_jan_2025,2024,net_interest,881.119,proj_outlays_net_interest
cbo_jan_2025,2025,net_interest,952.261,proj_outlays_net_interest
cbo_jan_2025,2026,net_interest,1010.276,proj_outlays_net_interest
cbo_jan_2025,2027,net_interest,1075.238,proj_outlays_net_interest
cbo_jan_2025,2028,net_interest,1164.485,proj_outlays_net_interest
cbo_jan_2025,2029,net_interest,1247.23,proj_outlays_net_interest
cbo_jan_2025,2030,net_interest,1327.549,proj_outlays_net_interest
cbo_jan_2025,2031,net_interest,1416.982,proj_outlays_net_interest
cbo_jan_2025,2032,net_interest,1513.903,proj_outlays_net_interest
cbo_jan_2025,2033,net_interest,1604.542,proj_outlays_net_interest
cbo_jan_2025,2034,net_interest,1693.559,proj_outlays_net_interest
cbo_jan_2025,2035,net_interest,1782.585,proj_outlays_net_interest
cbo_jan_2025,2024,debt_held_by_public,28199.313,proj_debt_held_by_public_end
cbo_jan_2025,2025,debt_held_by_public,30102.749,proj_debt_held_by_public_end
cbo_jan_2025,2026,debt_held_by_public,31882.633,proj_debt_held_by_public_end
cbo_jan_2025,2027,debt_held_by_public,33636.105,proj_debt_held_by_public_end
cbo_jan_2025,2028,debt_held_by_public,35600.64,proj_debt_held_by_public_end
cbo_jan_2025,2029,debt_held_by_public,37580.5,proj_debt_held_by_public_end
cbo_jan_2025,2030,debt_held_by_public,39747.651,proj_debt_held_by_public_end
cbo_jan_2025,2031,debt_held_by_public,41992.385,proj_debt_held_by_public_end
cbo_jan_2025,2032,debt_held_by_public,44371.755,proj_debt_held_by_public_end
cbo_jan_2025,2033,debt_held_by_public,46985.029,proj_debt_held_by_public_end
cbo_jan_2025,2034,debt_held_by_public,49555.504,proj_debt_held_by_public_end
cbo_jan_2025,2035,debt_held_by_public,52055.866,proj_debt_held_by_public_end
cbo_jan_2025,2024,revenues_total,4918.104,proj_rev_total
cbo_jan_2025,2025,revenues_total,5162.893,proj_rev_total
cbo_jan_2025,2026,revenues_total,5580.34,proj_rev_total
cbo_jan_2025,2027,revenues_total,5934.837,proj_rev_total
cbo_jan_2025,2028,revenues_total,6108.402,proj_rev_total
cbo_jan_2025,2029,revenues_total,6289.898,proj_rev_total
cbo_jan_2025,2030,revenues_total,6549.497,proj_rev_total
cbo_jan_2025,2031,revenues_total,6834.134,proj_rev_total
cbo_jan_2025,2032,revenues_total,7106.348,proj_rev_total
cbo_jan_2025,2033,revenues_total,7404.515,proj_rev_total
cbo_jan_2025,2034,revenues_total,7708.286,proj_rev_total
cbo_jan_2025,2035,revenues_total,8031.419,proj_rev_total
cbo_jan_2025,2024,outlays_total,6750.485,proj_outlays_total
cbo_jan_2025,2025,outlays_total,7028.144,proj_outlays_total
cbo_jan_2025,2026,outlays_total,7293.598,proj_outlays_total
cbo_jan_2025,2027,outlays_total,7621.779,proj_outlays_total
cbo_jan_2025,2028,outlays_total,8019.178,proj_outlays_total
cbo_jan_2025,2029,outlays_total,8228.166,proj_outlays_total
cbo_jan_2025,2030,outlays_total,8689.218,proj_outlays_total
cbo_jan_2025,2031,outlays_total,9066.92,proj_outlays_total
cbo_jan_2025,2032,outlays_total,9476.93,proj_outlays_total
cbo_jan_2025,2033,outlays_total,10041.814,proj_outlays_total
cbo_jan_2025,2034,outlays_total,10305.536,proj_outlays_total
cbo_jan_2025,2035,outlays_total,10562.797,proj_outlays_total
cbo_jan_2025,2024,deficit_total,-1832.381,proj_deficit_total
cbo_jan_2025,2025,deficit_total,-1865.251,proj_deficit_total
cbo_jan_2025,2026,deficit_total,-1713.258,proj_deficit_total
cbo_jan_2025,2027,deficit_total,-1686.942,proj_deficit_total
cbo_jan_2025,2028,deficit_total,-1910.776,proj_deficit_total
cbo_jan_2025,2029,deficit_total,-1938.268,proj_deficit_total
cbo_jan_2025,2030,deficit_total,-2139.721,proj_deficit_total
cbo_jan_2025,2031,deficit_total,-2232.786,proj_deficit_total
cbo_jan_2025,2032,deficit_total,-2370.582,proj_deficit_total
cbo_jan_2025,2033,deficit_total,-2637.299,proj_deficit_total
cbo_jan_2025,2034,deficit_total,-2597.25,proj_deficit_total
cbo_jan_2025,2035,deficit_total,-2531.378,proj_deficit_total
cbo_feb_2026,2025,individual_income_tax,2656.044,proj_rev_individual_income
cbo_feb_2026,2026,individual_income_tax,2751.291,proj_rev_individual_income
cbo_feb_2026,2027,individual_income_tax,2947.025,proj_rev_individual_income
cbo_feb_2026,2028,individual_income_tax,3044.174,proj_rev_individual_income
cbo_feb_2026,2029,individual_income_tax,3193.323,proj_rev_individual_income
cbo_feb_2026,2030,individual_income_tax,3338.979,proj_rev_individual_income
cbo_feb_2026,2031,individual_income_tax,3461.053,proj_rev_individual_income
cbo_feb_2026,2032,individual_income_tax,3594.393,proj_rev_individual_income
cbo_feb_2026,2033,individual_income_tax,3743.854,proj_rev_individual_income
cbo_feb_2026,2034,individual_income_tax,3902.609,proj_rev_individual_income
cbo_feb_2026,2035,individual_income_tax,4071.909,proj_rev_individual_income
cbo_feb_2026,2036,individual_income_tax,4248.998,proj_rev_individual_income
cbo_feb_2026,2025,corporate_income_tax,452.089,proj_rev_corporate_income
cbo_feb_2026,2026,corporate_income_tax,403.979,proj_rev_corporate_income
cbo_feb_2026,2027,corporate_income_tax,419.298,proj_rev_corporate_income
cbo_feb_2026,2028,corporate_income_tax,432.534,proj_rev_corporate_income
cbo_feb_2026,2029,corporate_income_tax,451.539,proj_rev_corporate_income
cbo_feb_2026,2030,corporate_income_tax,477.34,proj_rev_corporate_income
cbo_feb_2026,2031,corporate_income_tax,493.465,proj_rev_corporate_income
cbo_feb_2026,2032,corporate_income_tax,509.962,proj_rev_corporate_income
cbo_feb_2026,2033,corporate_income_tax,525.923,proj_rev_corporate_income
cbo_feb_2026,2034,corporate_income_tax,539.067,proj_rev_corporate_income
cbo_feb_2026,2035,corporate_income_tax,551.906,proj_rev_corporate_income
cbo_feb_2026,2036,corporate_income_tax,575.645,proj_rev_corporate_income
cbo_feb_2026,2025,payroll_taxes,1748.294,proj_rev_payroll
cbo_feb_2026,2026,payroll_taxes,1825.573,proj_rev_payroll
cbo_feb_2026,2027,payroll_taxes,1896.664,proj_rev_payroll
cbo_feb_2026,2028,payroll_taxes,1970.161,proj_rev_payroll
cbo_feb_2026,2029,payroll_taxes,2048.466,proj_rev_payroll
cbo_feb_2026,2030,payroll_taxes,2131.557,proj_rev_payroll
cbo_feb_2026,2031,payroll_taxes,2216.305,proj_rev_payroll
cbo_feb_2026,2032,payroll_taxes,2301.556,proj_rev_payroll
cbo_feb_2026,2033,payroll_taxes,2388.562,proj_rev_payroll
cbo_feb_2026,2034,payroll_taxes,2477.672,proj_rev_payroll
cbo_feb_2026,2035,payroll_taxes,2570.009,proj_rev_payroll
cbo_feb_2026,2036,payroll_taxes,2666.066,proj_rev_payroll
cbo_feb_2026,2025,other_revenues_core,183.323,proj_rev_other
cbo_feb_2026,2026,other_revenues_core,196.685,proj_rev_other
cbo_feb_2026,2027,other_revenues_core,201.108,proj_rev_other
cbo_feb_2026,2028,other_revenues_core,201.009,proj_rev_other
cbo_feb_2026,2029,other_revenues_core,209.003,proj_rev_other
cbo_feb_2026,2030,other_revenues_core,234.696,proj_rev_other
cbo_feb_2026,2031,other_revenues_core,293.428,proj_rev_other
cbo_feb_2026,2032,other_revenues_core,334.464,proj_rev_other
cbo_feb_2026,2033,other_revenues_core,350.83,proj_rev_other
cbo_feb_2026,2034,other_revenues_core,367.983,proj_rev_other
cbo_feb_2026,2035,other_revenues_core,387.941,proj_rev_other
cbo_feb_2026,2036,other_revenues_core,407.69,proj_rev_other
cbo_feb_2026,2025,other_revenues_customs,194.866,proj_rev_customs
cbo_feb_2026,2026,other_revenues_customs,418.388,proj_rev_customs
cbo_feb_2026,2027,other_revenues_customs,421.103,proj_rev_customs
cbo_feb_2026,2028,other_revenues_customs,423.59,proj_rev_customs
cbo_feb_2026,2029,other_revenues_customs,417.458,proj_rev_customs
cbo_feb_2026,2030,other_revenues_customs,412.427,proj_rev_customs
cbo_feb_2026,2031,other_revenues_customs,405.242,proj_rev_customs
cbo_feb_2026,2032,other_revenues_customs,389.307,proj_rev_customs
cbo_feb_2026,2033,other_revenues_customs,382.307,proj_rev_customs
cbo_feb_2026,2034,other_revenues_customs,381.592,proj_rev_customs
cbo_feb_2026,2035,other_revenues_customs,390.098,proj_rev_customs
cbo_feb_2026,2036,other_revenues_customs,402.356,proj_rev_customs
cbo_feb_2026,2025,social_security_gross,1575.309,proj_mand_social_security
cbo_feb_2026,2026,social_security_gross,1665.942,proj_mand_social_security
cbo_feb_2026,2027,social_security_gross,1768.983,proj_mand_social_security
cbo_feb_2026,2028,social_security_gross,1875.116,proj_mand_social_security
cbo_feb_2026,2029,social_security_gross,1978.541,proj_mand_social_security
cbo_feb_2026,2030,social_security_gross,2082.769,proj_mand_social_security
cbo_feb_2026,2031,social_security_gross,2189.776,proj_mand_social_security
cbo_feb_2026,2032,social_security_gross,2298.339,proj_mand_social_security
cbo_feb_2026,2033,social_security_gross,2408.571,proj_mand_social_security
cbo_feb_2026,2034,social_security_gross,2519.408,proj_mand_social_security
cbo_feb_2026,2035,social_security_gross,2631.845,proj_mand_social_security
cbo_feb_2026,2036,social_security_gross,2746.54,proj_mand_social_security
cbo_feb_2026,2025,social_security_offset,-24.37,proj_offset_social_security
cbo_feb_2026,2026,social_security_offset,-25.196,proj_offset_social_security
cbo_feb_2026,2027,social_security_offset,-26.058,proj_offset_social_security
cbo_feb_2026,2028,social_security_offset,-26.885,proj_offset_social_security
cbo_feb_2026,2029,social_security_offset,-27.704,proj_offset_social_security
cbo_feb_2026,2030,social_security_offset,-28.532,proj_offset_social_security
cbo_feb_2026,2031,social_security_offset,-29.376,proj_offset_social_security
cbo_feb_2026,2032,social_security_offset,-30.243,proj_offset_social_security
cbo_feb_2026,2033,social_security_offset,-31.133,proj_offset_social_security
cbo_feb_2026,2034,social_security_offset,-32.049,proj_offset_social_security
cbo_feb_2026,2035,social_security_offset,-32.992,proj_offset_social_security
cbo_feb_2026,2036,social_security_offset,-33.962,proj_offset_social_security
cbo_feb_2026,2025,medicare_gross,1179.972,proj_mand_medicare
cbo_feb_2026,2026,medicare_gross,1286.868,proj_mand_medicare
cbo_feb_2026,2027,medicare_gross,1373.623,proj_mand_medicare
cbo_feb_2026,2028,medicare_gross,1533.279,proj_mand_medicare
cbo_feb_2026,2029,medicare_gross,1470.2,proj_mand_medicare
cbo_feb_2026,2030,medicare_gross,1648.614,proj_mand_medicare
cbo_feb_2026,2031,medicare_gross,1752.64,proj_mand_medicare
cbo_feb_2026,2032,medicare_gross,1866.597,proj_mand_medicare
cbo_feb_2026,2033,medicare_gross,2122.822,proj_mand_medicare
cbo_feb_2026,2034,medicare_gross,2153.252,proj_mand_medicare
cbo_feb_2026,2035,medicare_gross,2154.893,proj_mand_medicare
cbo_feb_2026,2036,medicare_gross,2420.866,proj_mand_medicare
cbo_feb_2026,2025,medicare_offset,-192.315,proj_offset_medicare
cbo_feb_2026,2026,medicare_offset,-223.917,proj_offset_medicare
cbo_feb_2026,2027,medicare_offset,-233.704,proj_offset_medicare
cbo_feb_2026,2028,medicare_offset,-248.789,proj_offset_medicare
cbo_feb_2026,2029,medicare_offset,-266.208,proj_offset_medicare
cbo_feb_2026,2030,medicare_offset,-292.475,proj_offset_medicare
cbo_feb_2026,2031,medicare_offset,-315.858,proj_offset_medicare
cbo_feb_2026,2032,medicare_offset,-340.393,proj_offset_medicare
cbo_feb_2026,2033,medicare_offset,-367.662,proj_offset_medicare
cbo_feb_2026,2034,medicare_offset,-393.998,proj_offset_medicare
cbo_feb_2026,2035,medicare_offset,-422.072,proj_offset_medicare
cbo_feb_2026,2036,medicare_offset,-451.261,proj_offset_medicare
cbo_feb_2026,2025,medicaid,668.134,proj_mand_medicaid
cbo_feb_2026,2026,medicaid,707.865,proj_mand_medicaid
cbo_feb_2026,2027,medicaid,726.198,proj_mand_medicaid
cbo_feb_2026,2028,medicaid,746.038,proj_mand_medicaid
cbo_feb_2026,2029,medicaid,753.511,proj_mand_medicaid
cbo_feb_2026,2030,medicaid,776.778,proj_mand_medicaid
cbo_feb_2026,2031,medicaid,803.767,proj_mand_medicaid
cbo_feb_2026,2032,medicaid,833.971,proj_mand_medicaid
cbo_feb_2026,2033,medicaid,870.449,proj_mand_medicaid
cbo_feb_2026,2034,medicaid,905.377,proj_mand_medicaid
cbo_feb_2026,2035,medicaid,941.145,proj_mand_medicaid
cbo_feb_2026,2036,medicaid,980.505,proj_mand_medicaid
cbo_feb_2026,2025,discretionary_total,1872.425,proj_outlays_discretionary
cbo_feb_2026,2026,discretionary_total,1880.304,proj_outlays_discretionary
cbo_feb_2026,2027,discretionary_total,1881.639,proj_outlays_discretionary
cbo_feb_2026,2028,discretionary_total,1928.754,proj_outlays_discretionary
cbo_feb_2026,2029,discretionary_total,1948.404,proj_outlays_discretionary
cbo_feb_2026,2030,discretionary_total,1988.633,proj_outlays_discretionary
cbo_feb_2026,2031,discretionary_total,2024.414,proj_outlays_discretionary
cbo_feb_2026,2032,discretionary_total,2063.236,proj_outlays_discretionary
cbo_feb_2026,2033,discretionary_total,2110.982,proj_outlays_discretionary
cbo_feb_2026,2034,discretionary_total,2147.01,proj_outlays_discretionary
cbo_feb_2026,2035,discretionary_total,2187.291,proj_outlays_discretionary
cbo_feb_2026,2036,discretionary_total,2244.008,proj_outlays_discretionary
cbo_feb_2026,2025,defense_discretionary,892.548,proj_disc_defense
cbo_feb_2026,2026,defense_discretionary,884.513,proj_disc_defense
cbo_feb_2026,2027,defense_discretionary,901.101,proj_disc_defense
cbo_feb_2026,2028,defense_discretionary,928.172,proj_disc_defense
cbo_feb_2026,2029,defense_discretionary,938.416,proj_disc_defense
cbo_feb_2026,2030,defense_discretionary,965.808,proj_disc_defense
cbo_feb_2026,2031,defense_discretionary,985.535,proj_disc_defense
cbo_feb_2026,2032,defense_discretionary,1006.461,proj_disc_defense
cbo_feb_2026,2033,defense_discretionary,1034.483,proj_disc_defense
cbo_feb_2026,2034,defense_discretionary,1050.676,proj_disc_defense
cbo_feb_2026,2035,defense_discretionary,1068.288,proj_disc_defense
cbo_feb_2026,2036,defense_discretionary,1100.0,proj_disc_defense
