id,household_id,family_id,tax_unit_index,member_count,dependent_count,dependents_under_6,dependents_6_to_16,dependents_age_17,dependents_age_18,dependents_19_to_23_student,weight,wages,interest_income,dividend_income,capital_gains,investment_income,social_security,unemployment,children,married,age_head,state_fips,source_taxable_income,agi
10301,103,0,1,1,0,0,0,0,0,0,1479.06,0.0,82000.0,0.0,0.0,82000.0,0.0,0.0,0,0,80,23,104299.0,82000.0
10401,104,0,1,1,0,0,0,0,0,0,1602.91,0.0,0.0,0.0,0.0,0.0,15323.0,0.0,0,0,66,23,0.0,0.0
10501,105,1,1,2,0,0,0,0,0,0,1424.25,0.0,51.0,0.0,0.0,51.0,28379.0,0.0,0,1,85,23,0.0,51.0
10601,106,0,1,1,0,0,0,0,0,0,1127.29,0.0,0.0,0.0,0.0,0.0,16800.0,0.0,0,0,74,23,0.0,0.0
10701,107,0,1,1,0,0,0,0,0,0,1251.98,0.0,2829.0,26000.0,10000.0,38829.0,29640.0,0.0,0,0,78,23,66535.0,38829.0
11001,110,1,1,3,1,1,0,0,0,0,1457.58,100000.0,472.0,0.0,0.0,472.0,0.0,0.0,1,1,41,23,115894.0,100472.0
11101,111,0,1,1,0,0,0,0,0,0,1147.71,30000.0,8540.0,350.0,0.0,8890.0,45912.0,0.0,0,0,74,23,52552.0,38890.0
11201,112,0,1,1,0,0,0,0,0,0,1313.66,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,71,23,0.0,225.0
12101,121,1,1,5,3,0,3,0,0,0,1034.9,0.0,0.0,0.0,0.0,0.0,35819.0,0.0,3,1,51,23,0.0,0.0
12301,123,1,1,4,2,1,1,0,0,0,1608.28,155000.0,0.0,37.0,0.0,37.0,0.0,0.0,2,1,39,23,127337.0,155037.0
12401,124,1,1,3,1,0,1,0,0,0,870.73,59000.0,12.0,12.0,0.0,24.0,0.0,0.0,1,1,51,23,27324.0,59024.0
12402,124,1,2,1,0,0,0,0,0,0,761.24,0.0,2.0,0.0,0.0,2.0,26000.0,0.0,0,0,80,23,0.0,2.0
12501,125,1,1,2,1,0,1,0,0,0,695.02,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,46,23,19200.0,40000.0
12502,125,0,2,1,0,0,0,0,0,0,695.02,70000.0,20.0,0.0,0.0,20.0,0.0,0.0,0,0,55,23,55730.0,70020.0
12601,126,1,1,3,1,1,0,0,0,0,869.6,40000.0,400.0,21300.0,2000.0,23700.0,0.0,0.0,1,1,27,23,33500.0,63700.0
12901,129,1,1,2,0,0,0,0,0,0,1247.79,0.0,1061.0,3000.0,1000.0,5061.0,5456.0,0.0,0,1,79,23,10913.0,5061.0
13201,132,1,1,2,0,0,0,0,0,0,1517.73,0.0,3.0,0.0,0.0,3.0,5448.0,0.0,0,1,61,23,0.0,3.0
13301,133,1,1,3,1,1,0,0,0,0,931.7,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,46,23,7300.0,35000.0
13302,133,1,2,1,1,0,0,0,0,0,1849.12,11440.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,23,0.0,11440.0
13401,134,1,1,2,0,0,0,0,0,0,1774.27,66000.0,780.0,0.0,0.0,780.0,0.0,0.0,0,1,65,23,48773.0,66780.0
13601,136,0,1,1,0,0,0,0,0,0,1247.79,66000.0,41.0,50.0,0.0,91.0,18779.0,0.0,0,0,74,23,77371.0,66091.0
13602,136,0,2,1,0,0,0,0,0,0,1247.79,54000.0,3130.0,3000.0,0.0,6130.0,17736.0,0.0,0,0,76,23,64344.0,60130.0
13701,137,1,1,3,1,0,1,0,0,0,809.46,230000.0,15000.0,500.0,0.0,15500.0,0.0,0.0,1,1,60,23,213850.0,245500.0
13801,138,1,1,2,1,0,1,0,0,0,948.59,70000.0,929.0,0.0,0.0,929.0,0.0,0.0,1,0,48,23,50129.0,70929.0
13901,139,1,1,1,0,0,0,0,0,0,3272.72,70000.0,2630.0,0.0,0.0,2630.0,0.0,0.0,0,0,25,23,54654.0,72630.0
13902,139,1,2,1,0,0,0,0,0,0,1815.63,140000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,54,23,138150.0,140000.0
13903,139,1,3,1,1,0,0,0,0,0,2557.25,3877.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,23,0.0,3877.0
14001,140,0,1,1,0,0,0,0,0,0,1445.21,0.0,9000.0,0.0,0.0,9000.0,42596.0,0.0,0,0,75,23,96508.0,9000.0
14801,148,1,1,2,0,0,0,0,0,0,1778.15,287000.0,14478.0,1.0,0.0,14479.0,57792.0,0.0,0,1,68,23,337902.0,301479.0
15001,150,0,1,1,0,0,0,0,0,0,2677.57,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0,0,33,23,26102.0,10.0
15002,150,0,2,1,0,0,0,0,0,0,2677.57,60000.0,405.0,0.0,0.0,405.0,0.0,0.0,0,0,41,23,4967.0,60405.0
15101,151,1,1,2,0,0,0,0,0,0,1250.13,0.0,53870.0,0.0,0.0,53870.0,5951.0,0.0,0,1,74,23,112194.0,53870.0
15601,156,0,1,1,0,0,0,0,0,0,1575.19,2000.0,10.0,0.0,0.0,10.0,9276.0,0.0,0,0,70,23,53438.0,2010.0
15701,157,0,1,1,0,0,0,0,0,0,1575.19,0.0,210.0,0.0,0.0,210.0,28800.0,0.0,0,0,72,23,0.0,210.0
16001,160,0,1,1,0,0,0,0,0,0,1469.11,0.0,1.0,0.0,0.0,1.0,15011.0,0.0,0,0,62,23,0.0,1.0
17201,172,0,1,1,0,0,0,0,0,0,1607.94,0.0,135.0,100.0,0.0,235.0,13484.0,0.0,0,0,64,23,0.0,235.0
17301,173,0,1,1,0,0,0,0,0,0,1229.7,0.0,1.0,0.0,0.0,1.0,19200.0,0.0,0,0,76,23,39021.0,1.0
17401,174,0,1,1,0,0,0,0,0,0,1515.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,80,23,0.0,0.0
17501,175,0,1,1,0,0,0,0,0,0,1424.25,0.0,24000.0,1842.0,0.0,25842.0,29122.0,0.0,0,0,85,23,60506.0,25842.0
17901,179,1,1,2,0,0,0,0,0,0,1757.46,81615.0,200.0,0.0,0.0,200.0,0.0,0.0,0,1,63,23,54115.0,81815.0
17902,179,2,2,2,0,0,0,0,0,0,1536.47,0.0,1195.0,0.0,0.0,1195.0,32158.0,0.0,0,1,85,23,0.0,1195.0
18101,181,0,1,1,0,0,0,0,0,0,1127.95,0.0,4266.0,0.0,0.0,4266.0,32124.0,0.0,0,0,85,23,41015.0,4266.0
18201,182,1,1,2,0,0,0,0,0,0,1309.39,70000.0,11.0,0.0,0.0,11.0,0.0,0.0,0,1,64,23,90811.0,70011.0
18601,186,1,1,2,0,0,0,0,0,0,1250.13,45000.0,8552.0,0.0,0.0,8552.0,2600.0,0.0,0,1,72,23,61618.0,53552.0
18701,187,1,1,2,0,0,0,0,0,0,1327.13,0.0,112.0,0.0,0.0,112.0,0.0,0.0,0,1,59,23,46112.0,112.0
18801,188,0,1,1,0,0,0,0,0,0,1229.7,0.0,1.0,0.0,0.0,1.0,22800.0,0.0,0,0,75,23,0.0,1.0
18901,189,1,1,4,2,0,1,0,1,0,1458.27,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,37,23,0.0,15000.0
19201,192,1,1,2,0,0,0,0,0,0,1212.87,0.0,400.0,250.0,0.0,650.0,40344.0,0.0,0,1,65,23,0.0,650.0
19401,194,1,1,2,0,0,0,0,0,0,1631.96,115000.0,0.0,0.0,0.0,0.0,15312.0,0.0,0,1,62,23,98815.0,115000.0
19601,196,1,1,2,1,0,1,0,0,0,918.19,23000.0,3.0,0.0,0.0,3.0,9539.0,0.0,1,0,45,23,3589.0,23003.0
19701,197,1,1,3,1,0,1,0,0,0,1719.32,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,38,23,22300.0,50000.0
19801,198,1,1,3,1,0,1,0,0,0,918.19,162000.0,10.0,0.0,0.0,10.0,0.0,0.0,1,1,45,23,238802.0,162010.0
19901,199,1,1,3,1,1,0,0,0,0,1458.27,114000.0,396.0,10.0,0.0,406.0,0.0,0.0,1,1,50,23,86706.0,114406.0
20301,203,1,1,3,1,1,0,0,0,0,1977.76,65000.0,8.0,50.0,250.0,308.0,0.0,0.0,1,1,28,23,37358.0,65308.0
20401,204,1,1,1,0,0,0,0,0,0,757.22,38000.0,86.0,0.0,0.0,86.0,0.0,0.0,0,0,66,23,22386.0,38086.0
20402,204,2,2,3,1,0,1,0,0,0,1889.1,30000.0,0.0,0.0,0.0,0.0,3065.0,0.0,1,1,34,23,9833.0,30000.0
20601,206,1,1,4,2,0,2,0,0,0,2340.1,0.0,26.0,0.0,0.0,26.0,0.0,0.0,2,1,55,23,0.0,26.0
20701,207,1,1,4,2,0,2,0,0,0,2048.37,8500.0,6604.0,2999.0,3999.0,13602.0,0.0,0.0,2,1,39,23,23660.0,22102.0
22201,222,1,1,5,3,0,2,0,1,0,799.56,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,51,23,41705.0,30000.0
22202,222,1,2,1,1,0,0,0,0,1,1030.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,23,0.0,0.0
22501,225,1,1,2,0,0,0,0,0,0,1286.09,30000.0,810.0,0.0,0.0,810.0,13200.0,0.0,0,1,70,23,4315.0,30810.0
22601,226,1,1,4,2,0,2,0,0,0,795.23,143000.0,20076.0,8000.0,8000.0,36076.0,0.0,0.0,2,1,37,23,144378.0,179076.0
23001,230,0,1,1,0,0,0,0,0,0,1544.47,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0,0,73,23,56400.0,100.0
23201,232,0,1,1,0,0,0,0,0,0,1750.7,57000.0,24855.0,5000.0,3500.0,33355.0,0.0,0.0,0,0,67,23,76705.0,90355.0
24101,241,0,1,1,0,0,0,0,0,0,1264.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,54,23,0.0,0.0
24901,249,1,1,2,0,0,0,0,0,0,1693.81,70000.0,522.0,0.0,0.0,522.0,21324.0,0.0,0,1,65,23,71447.0,70522.0
25101,251,1,1,2,0,0,0,0,0,0,1272.78,0.0,225.0,0.0,0.0,225.0,40800.0,0.0,0,1,71,23,0.0,225.0
25501,255,0,1,1,0,0,0,0,0,0,1042.36,0.0,2.0,0.0,0.0,2.0,23640.0,0.0,0,0,77,23,0.0,2.0
25601,256,1,1,2,0,0,0,0,0,0,1368.09,100000.0,260.0,0.0,0.0,260.0,12000.0,0.0,0,1,69,23,79760.0,100260.0
26001,260,1,1,2,1,0,1,0,0,0,809.64,83000.0,2338.0,0.0,0.0,2338.0,0.0,0.0,1,0,55,23,67958.0,85338.0
26002,260,0,2,1,0,0,0,0,0,0,809.64,105000.0,1148.0,0.0,0.0,1148.0,0.0,0.0,0,0,37,23,85348.0,106148.0
26101,261,1,1,1,0,0,0,0,0,0,1515.96,0.0,26.0,0.0,0.0,26.0,15600.0,0.0,0,0,80,23,0.0,26.0
26102,261,1,2,1,0,0,0,0,0,0,1148.88,0.0,21.0,0.0,0.0,21.0,11579.0,0.0,0,0,45,23,0.0,21.0
26201,262,0,1,1,0,0,0,0,0,0,2732.97,30000.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,43,23,16151.0,30001.0
26801,268,0,1,1,0,0,0,0,0,0,1654.14,360000.0,22971.0,0.0,0.0,22971.0,0.0,0.0,0,0,52,23,379121.0,382971.0
27501,275,0,1,1,0,0,0,0,0,0,1631.96,0.0,0.0,0.0,0.0,0.0,27179.0,0.0,0,0,71,23,195.0,0.0
27502,275,0,2,1,0,0,0,0,0,0,1631.96,0.0,1.0,0.0,0.0,1.0,28800.0,0.0,0,0,69,23,0.0,1.0
27601,276,1,1,2,0,0,0,0,0,0,1424.25,0.0,29.0,0.0,0.0,29.0,43379.0,0.0,0,1,80,23,0.0,29.0
27701,277,0,1,1,0,0,0,0,0,0,1414.92,0.0,20.0,0.0,0.0,20.0,6179.0,0.0,0,0,71,23,0.0,20.0
27801,278,0,1,1,0,0,0,0,0,0,1544.47,0.0,138.0,0.0,0.0,138.0,22379.0,0.0,0,0,73,23,25166.0,138.0
27901,279,1,1,2,0,0,0,0,0,0,1527.41,17000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0,1,53,23,9453.0,20000.0
27902,279,0,2,1,0,0,0,0,0,0,1527.41,0.0,0.0,0.0,0.0,0.0,22894.0,0.0,0,0,61,23,0.0,0.0
28401,284,0,1,1,0,0,0,0,0,0,3093.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,47,23,0.0,0.0
28402,284,0,2,1,0,0,0,0,0,0,3093.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,43,23,0.0,0.0
28501,285,1,1,4,2,0,1,0,1,0,1750.48,87000.0,69.0,0.0,0.0,69.0,0.0,0.0,1,1,49,23,45363.0,87069.0
28601,286,0,1,1,0,0,0,0,0,0,2042.66,62000.0,1020.0,0.0,0.0,1020.0,0.0,0.0,0,0,33,23,49170.0,63020.0
28701,287,1,1,2,0,0,0,0,0,0,1351.18,93845.0,4.0,0.0,0.0,4.0,0.0,0.0,0,1,54,23,66149.0,93849.0
28801,288,1,1,2,0,0,0,0,0,0,1272.78,0.0,0.0,0.0,0.0,0.0,27696.0,0.0,0,1,73,23,0.0,0.0
28901,289,0,1,1,0,0,0,0,0,0,1354.32,57000.0,7.0,0.0,0.0,7.0,0.0,2000.0,0,0,45,23,42657.0,59007.0
28902,289,0,2,1,0,0,0,0,0,0,1354.32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,56,23,0.0,1.0
29001,290,1,1,2,0,0,0,0,0,0,3136.47,48000.0,14.0,0.0,0.0,14.0,0.0,0.0,0,1,23,23,35927.0,48014.0
29101,291,1,1,2,0,0,0,0,0,0,1518.07,207429.0,115.0,0.0,0.0,115.0,0.0,0.0,0,1,38,23,178834.0,207544.0
29201,292,1,1,3,1,0,0,0,1,0,893.57,25000.0,140.0,0.0,0.0,140.0,0.0,0.0,0,1,47,23,12822.0,25140.0
29301,293,1,1,2,0,0,0,0,0,0,1495.73,0.0,31150.0,1000.0,500.0,32650.0,69000.0,0.0,0,1,69,23,57914.0,32650.0
29401,294,1,1,2,0,0,0,0,0,0,2077.42,0.0,51.0,0.0,0.0,51.0,0.0,0.0,0,1,62,23,7620.0,51.0
29601,296,0,1,1,0,0,0,0,0,0,1088.63,0.0,0.0,0.0,0.0,0.0,23280.0,0.0,0,0,68,23,0.0,0.0
30001,300,1,1,2,0,0,0,0,0,0,761.65,62540.0,225.0,0.0,0.0,225.0,13979.0,0.0,0,1,73,23,45447.0,62765.0
30002,300,1,2,1,0,0,0,0,0,0,1032.52,20000.0,10.0,0.0,0.0,10.0,0.0,0.0,0,0,29,23,6160.0,20010.0
30003,300,1,3,1,0,0,0,0,0,0,866.03,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,27,23,0.0,1.0
30101,301,1,1,4,2,0,2,0,0,0,1032.06,88000.0,196.0,0.0,0.0,196.0,0.0,0.0,2,1,43,23,60496.0,88196.0
30201,302,1,1,3,2,0,2,0,0,0,1941.26,30000.0,11.0,0.0,0.0,11.0,0.0,0.0,2,0,33,23,9211.0,30011.0
31201,312,1,1,2,0,0,0,0,0,0,1517.73,130000.0,78002.0,0.0,0.0,78002.0,0.0,0.0,0,1,64,23,180302.0,208002.0
31401,314,1,1,2,0,0,0,0,0,0,1413.38,0.0,1210.0,0.0,0.0,1210.0,24779.0,0.0,0,1,68,23,28370.0,1210.0
31501,315,0,1,1,0,0,0,0,0,0,1587.32,0.0,5.0,0.0,0.0,5.0,19680.0,0.0,0,0,80,23,0.0,5.0
31502,315,0,2,1,0,0,0,0,0,0,1587.32,0.0,0.0,0.0,0.0,0.0,22440.0,0.0,0,0,85,23,0.0,0.0
31601,316,1,1,2,0,0,0,0,0,0,1926.43,45000.0,10.0,0.0,0.0,10.0,8316.0,0.0,0,1,70,23,31579.0,45010.0
31701,317,1,1,2,0,0,0,0,0,0,1751.01,227500.0,102200.0,14000.0,0.0,116200.0,0.0,0.0,0,1,57,23,326000.0,343700.0
32101,321,0,1,1,0,0,0,0,0,0,1355.15,130000.0,14.0,1000.0,0.0,1014.0,0.0,0.0,0,0,51,23,117164.0,131014.0
32201,322,0,1,1,0,0,0,0,0,0,1230.72,0.0,1.0,0.0,0.0,1.0,18828.0,0.0,0,0,69,23,0.0,1.0
32401,324,0,1,1,0,0,0,0,0,0,1522.3,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,60,23,93302.0,110000.0
32501,325,1,1,2,0,0,0,0,0,0,1357.14,0.0,114.0,0.0,0.0,114.0,17279.0,0.0,0,1,71,23,0.0,114.0
32601,326,1,1,2,0,0,0,0,0,0,3330.43,94800.0,1300.0,0.0,0.0,1300.0,0.0,0.0,0,1,37,23,68400.0,96100.0
32701,327,0,1,1,0,0,0,0,0,0,1554.76,150000.0,1100.0,0.0,0.0,1100.0,0.0,0.0,0,0,54,23,123730.0,151100.0
32702,327,0,2,1,0,0,0,0,0,0,1554.76,75608.0,2800.0,0.0,0.0,2800.0,0.0,0.0,0,0,56,23,64558.0,78408.0
33001,330,1,1,2,0,0,0,0,0,0,1410.19,0.0,50.0,0.0,0.0,50.0,49000.0,0.0,0,1,72,23,0.0,50.0
33201,332,1,1,2,1,0,1,0,0,0,890.58,65000.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,47,23,44201.0,65001.0
