date,variable,value,estimate_type
2027,eci_wages_salaries_pct_change,3.421,projected
2028,eci_wages_salaries_pct_change,3.174,projected
2029,eci_wages_salaries_pct_change,3.046,projected
2030,eci_wages_salaries_pct_change,2.987,projected
2031,eci_wages_salaries_pct_change,2.96,projected
2032,eci_wages_salaries_pct_change,2.949,projected
2033,eci_wages_salaries_pct_change,2.944,projected
2034,eci_wages_salaries_pct_change,2.942,projected
2035,eci_wages_salaries_pct_change,2.941,projected
2036,eci_wages_salaries_pct_change,2.94,projected
2023,empl_civ_16yo,160.393,actual
2024,empl_civ_16yo,161.342,actual
2025,empl_civ_16yo,162.98,projected
2026,empl_civ_16yo,164.138,projected
2027,empl_civ_16yo,165.225,projected
2028,empl_civ_16yo,166.103,projected
2029,empl_civ_16yo,167.081,projected
2030,empl_civ_16yo,168.094,projected
2031,empl_civ_16yo,168.969,projected
2032,empl_civ_16yo,169.768,projected
2033,empl_civ_16yo,170.498,projected
2034,empl_civ_16yo,171.163,projected
2035,empl_civ_16yo,171.788,projected
2036,empl_civ_16yo,172.39,projected
2023,empl_civ_16yo_census,161.573,actual
2024,empl_civ_16yo_census,163.995,actual
2025,empl_civ_16yo_census,164.729,projected
2026,empl_civ_16yo_census,164.96,projected
2027,empl_civ_16yo_census,165.632,projected
2028,empl_civ_16yo_census,166.389,projected
2029,empl_civ_16yo_census,167.249,projected
2030,empl_civ_16yo_census,168.165,projected
2031,empl_civ_16yo_census,169.008,projected
2032,empl_civ_16yo_census,169.794,projected
2033,empl_civ_16yo_census,170.515,projected
2034,empl_civ_16yo_census,171.174,projected
2035,empl_civ_16yo_census,171.795,projected
2036,empl_civ_16yo_census,172.395,projected
2023,empl_civ_16yo_census_pct_change,2.049,actual
2024,empl_civ_16yo_census_pct_change,1.499,actual
2025,empl_civ_16yo_census_pct_change,0.447,projected
2026,empl_civ_16yo_census_pct_change,0.14,projected
2027,empl_civ_16yo_census_pct_change,0.407,projected
2028,empl_civ_16yo_census_pct_change,0.457,projected
2029,empl_civ_16yo_census_pct_change,0.516,projected
2030,empl_civ_16yo_census_pct_change,0.547,projected
2031,empl_civ_16yo_census_pct_change,0.501,projected
2032,empl_civ_16yo_census_pct_change,0.465,projected
2033,empl_civ_16yo_census_pct_change,0.424,projected
2034,empl_civ_16yo_census_pct_change,0.386,projected
2035,empl_civ_16yo_census_pct_change,0.362,projected
2036,empl_civ_16yo_census_pct_change,0.349,projected
2023,empl_civ_16yo_pct_change,1.88,actual
2024,empl_civ_16yo_pct_change,0.591,actual
2025,empl_civ_16yo_pct_change,1.015,projected
2026,empl_civ_16yo_pct_change,0.71,projected
2027,empl_civ_16yo_pct_change,0.662,projected
2028,empl_civ_16yo_pct_change,0.531,projected
2029,empl_civ_16yo_pct_change,0.588,projected
2030,empl_civ_16yo_pct_change,0.606,projected
2031,empl_civ_16yo_pct_change,0.521,projected
2032,empl_civ_16yo_pct_change,0.472,projected
2033,empl_civ_16yo_pct_change,0.429,projected
2034,empl_civ_16yo_pct_change,0.39,projected
2035,empl_civ_16yo_pct_change,0.364,projected
2036,empl_civ_16yo_pct_change,0.35,projected
2023,empl_payroll_nf,155.241,actual
2024,empl_payroll_nf,157.476,actual
2025,empl_payroll_nf,159.197,projected
2026,empl_payroll_nf,160.166,projected
2027,empl_payroll_nf,161.068,projected
2028,empl_payroll_nf,161.496,projected
2029,empl_payroll_nf,162.006,projected
2030,empl_payroll_nf,162.526,projected
2031,empl_payroll_nf,163.055,projected
2032,empl_payroll_nf,163.59,projected
2033,empl_payroll_nf,164.129,projected
2034,empl_payroll_nf,164.671,projected
2035,empl_payroll_nf,165.214,projected
2036,empl_payroll_nf,165.756,projected
2023,empl_payroll_nf_pct_change,2.609,actual
2024,empl_payroll_nf_pct_change,1.439,actual
2025,empl_payroll_nf_pct_change,1.092,projected
2026,empl_payroll_nf_pct_change,0.608,projected
2027,empl_payroll_nf_pct_change,0.563,projected
2028,empl_payroll_nf_pct_change,0.265,projected
2029,empl_payroll_nf_pct_change,0.316,projected
2030,empl_payroll_nf_pct_change,0.321,projected
2031,empl_payroll_nf_pct_change,0.325,projected
2032,empl_payroll_nf_pct_change,0.328,projected
2033,empl_payroll_nf_pct_change,0.329,projected
2034,empl_payroll_nf_pct_change,0.33,projected
2035,empl_payroll_nf_pct_change,0.329,projected
2036,empl_payroll_nf_pct_change,0.327,projected
2023,exchange_rate_export_weighted,214.873,actual
2024,exchange_rate_export_weighted,214.426,actual
2025,exchange_rate_export_weighted,219.045,projected
2026,exchange_rate_export_weighted,212.024,projected
2027,exchange_rate_export_weighted,210.751,projected
2028,exchange_rate_export_weighted,207.916,projected
2029,exchange_rate_export_weighted,204.305,projected
2030,exchange_rate_export_weighted,200.839,projected
2031,exchange_rate_export_weighted,198.123,projected
2032,exchange_rate_export_weighted,196.397,projected
2033,exchange_rate_export_weighted,195.051,projected
2034,exchange_rate_export_weighted,193.388,projected
2035,exchange_rate_export_weighted,192.183,projected
2036,exchange_rate_export_weighted,191.233,projected
2023,exports,3060.4,actual
2024,exports,3180.7,actual
2025,exports,3278.5,projected
2026,exports,3323.9,projected
2027,exports,3457.7,projected
2028,exports,3591.5,projected
2029,exports,3740.3,projected
2030,exports,3896.4,projected
2031,exports,4061.7,projected
2032,exports,4226.0,projected
2033,exports,4388.5,projected
2034,exports,4551.6,projected
2035,exports,4713.4,projected
2036,exports,4873.5,projected
2023,exports_pct_change,3.167,actual
2024,exports_pct_change,3.931,actual
2025,exports_pct_change,3.073,projected
2026,exports_pct_change,1.386,projected
2027,exports_pct_change,4.026,projected
2028,exports_pct_change,3.869,projected
2029,exports_pct_change,4.141,projected
2030,exports_pct_change,4.175,projected
2031,exports_pct_change,4.242,projected
2032,exports_pct_change,4.042,projected
2033,exports_pct_change,3.846,projected
2034,exports_pct_change,3.716,projected
2035,exports_pct_change,3.554,projected
2036,exports_pct_change,3.398,projected
2023,fed_funds_rate,4.605,actual
2024,fed_funds_rate,5.313,actual
2025,fed_funds_rate,4.4,projected
2026,fed_funds_rate,3.572,projected
2027,fed_funds_rate,3.389,projected
2028,fed_funds_rate,3.39,projected
2029,fed_funds_rate,3.389,projected
2030,fed_funds_rate,3.388,projected
2031,fed_funds_rate,3.386,projected
2032,fed_funds_rate,3.367,projected
2033,fed_funds_rate,3.35,projected
2034,fed_funds_rate,3.341,projected
2035,fed_funds_rate,3.335,projected
2036,fed_funds_rate,3.333,projected
2023,federal_government_c_gi,1735.5,actual
2024,federal_government_c_gi,1857.9,actual
2025,federal_government_c_gi,1959.0,projected
2026,federal_government_c_gi,2031.4,projected
2027,federal_government_c_gi,2095.3,projected
2028,federal_government_c_gi,2127.2,projected
2029,federal_government_c_gi,2163.3,projected
2030,federal_government_c_gi,2193.5,projected
2031,federal_government_c_gi,2220.9,projected
2032,federal_government_c_gi,2254.7,projected
2033,federal_government_c_gi,2295.4,projected
2034,federal_government_c_gi,2338.2,projected
2035,federal_government_c_gi,2385.0,projected
2036,federal_government_c_gi,2438.5,projected
2023,federal_government_c_gi_pct_change,6.984,actual
2024,federal_government_c_gi_pct_change,7.05,actual
2025,federal_government_c_gi_pct_change,5.442,projected
2026,federal_government_c_gi_pct_change,3.697,projected
2027,federal_government_c_gi_pct_change,3.145,projected
2028,federal_government_c_gi_pct_change,1.522,projected
2029,federal_government_c_gi_pct_change,1.697,projected
2030,federal_government_c_gi_pct_change,1.392,projected
2031,federal_government_c_gi_pct_change,1.251,projected
2032,federal_government_c_gi_pct_change,1.522,projected
2033,federal_government_c_gi_pct_change,1.806,projected
2034,federal_government_c_gi_pct_change,1.862,projected
2035,federal_government_c_gi_pct_change,2.003,projected
2036,federal_government_c_gi_pct_change,2.244,projected
2023,gdi,27087.5,actual
2024,gdi,28641.1,actual
2025,gdi,30162.0,projected
2026,gdi,31847.0,projected
2027,gdi,33301.4,projected
2028,gdi,34665.3,projected
2029,gdi,36013.9,projected
2030,gdi,37396.0,projected
2031,gdi,38818.8,projected
2032,gdi,40282.9,projected
2033,gdi,41802.6,projected
2034,gdi,43380.2,projected
2035,gdi,45018.7,projected
2036,gdi,46719.6,projected
2023,gdi_pct_change,5.73,actual
2024,gdi_pct_change,5.735,actual
2025,gdi_pct_change,5.31,projected
2026,gdi_pct_change,5.586,projected
2027,gdi_pct_change,4.566,projected
2028,gdi_pct_change,4.095,projected
2029,gdi_pct_change,3.89,projected
2030,gdi_pct_change,3.837,projected
2031,gdi_pct_change,3.804,projected
2032,gdi_pct_change,3.771,projected
2033,gdi_pct_change,3.772,projected
2034,gdi_pct_change,3.774,projected
2035,gdi_pct_change,3.776,projected
2036,gdi_pct_change,3.778,projected
2023,gdp,27398.0,actual
2024,gdp,28947.9,actual
2025,gdp,30330.3,projected
2026,gdp,31902.0,projected
2027,gdp,33315.2,projected
2028,gdp,34665.8,projected
2029,gdp,36010.0,projected
2030,gdp,37390.7,projected
2031,gdp,38812.8,projected
2032,gdp,40276.5,projected
2033,gdp,41795.9,projected
2034,gdp,43373.3,projected
2035,gdp,45011.5,projected
2036,gdp,46712.1,projected
2023,gdp_pct_change,7.168,actual
2024,gdp_pct_change,5.657,actual
2025,gdp_pct_change,4.775,projected
2026,gdp_pct_change,5.181,projected
2027,gdp_pct_change,4.429,projected
2028,gdp_pct_change,4.054,projected
2029,gdp_pct_change,3.877,projected
2030,gdp_pct_change,3.833,projected
2031,gdp_pct_change,3.803,projected
2032,gdp_pct_change,3.771,projected
2033,gdp_pct_change,3.772,projected
2034,gdp_pct_change,3.774,projected
2035,gdp_pct_change,3.776,projected
2036,gdp_pct_change,3.778,projected
2023,gdp_price_index,121.58,actual
2024,gdp_price_index,124.664,actual
2025,gdp_price_index,127.89,projected
2026,gdp_price_index,131.495,projected
2027,gdp_price_index,134.674,projected
2028,gdp_price_index,137.638,projected
2029,gdp_price_index,140.508,projected
2030,gdp_price_index,143.345,projected
2031,gdp_price_index,146.194,projected
2032,gdp_price_index,149.08,projected
2033,gdp_price_index,152.022,projected
2034,gdp_price_index,155.015,projected
2035,gdp_price_index,158.068,projected
2036,gdp_price_index,161.19,projected
2023,gdp_price_index_pct_change,4.624,actual
2024,gdp_price_index_pct_change,2.536,actual
2025,gdp_price_index_pct_change,2.588,projected
2026,gdp_price_index_pct_change,2.818,projected
2027,gdp_price_index_pct_change,2.417,projected
2028,gdp_price_index_pct_change,2.2,projected
2029,gdp_price_index_pct_change,2.085,projected
2030,gdp_price_index_pct_change,2.018,projected
2031,gdp_price_index_pct_change,1.987,projected
2032,gdp_price_index_pct_change,1.974,projected
2033,gdp_price_index_pct_change,1.973,projected
2034,gdp_price_index_pct_change,1.968,projected
2035,gdp_price_index_pct_change,1.969,projected
2036,gdp_price_index_pct_change,1.974,projected
2023,gnp,27511.3,actual
2024,gnp,28937.8,actual
2025,gnp,30356.9,projected
2026,gnp,31993.1,projected
2027,gnp,33377.0,projected
2028,gnp,34685.2,projected
2029,gnp,35996.1,projected
2030,gnp,37347.0,projected
2031,gnp,38744.6,projected
2032,gnp,40186.9,projected
2033,gnp,41692.4,projected
2034,gnp,43259.9,projected
2035,gnp,44889.9,projected
2036,gnp,46580.5,projected
2023,gnp_pct_change,6.951,actual
2024,gnp_pct_change,5.185,actual
2025,gnp_pct_change,4.904,projected
2026,gnp_pct_change,5.389,projected
2027,gnp_pct_change,4.325,projected
2028,gnp_pct_change,3.919,projected
2029,gnp_pct_change,3.779,projected
2030,gnp_pct_change,3.752,projected
2031,gnp_pct_change,3.742,projected
2032,gnp_pct_change,3.722,projected
2033,gnp_pct_change,3.746,projected
2034,gnp_pct_change,3.759,projected
2035,gnp_pct_change,3.768,projected
2036,gnp_pct_change,3.765,projected
2023,government_c_gi,4668.5,actual
2024,government_c_gi,4968.7,actual
2025,government_c_gi,5220.1,projected
2026,government_c_gi,5432.4,projected
2027,government_c_gi,5623.1,projected
2028,government_c_gi,5778.0,projected
2029,government_c_gi,5937.8,projected
2030,government_c_gi,6091.7,projected
2031,government_c_gi,6246.8,projected
2032,government_c_gi,6414.2,projected
2033,government_c_gi,6591.3,projected
2034,government_c_gi,6772.2,projected
2035,government_c_gi,6958.6,projected
2036,government_c_gi,7153.9,projected
2023,government_c_gi_pct_change,6.422,actual
2024,government_c_gi_pct_change,6.429,actual
2025,government_c_gi_pct_change,5.059,projected
2026,government_c_gi_pct_change,4.066,projected
2027,government_c_gi_pct_change,3.509,projected
2028,government_c_gi_pct_change,2.754,projected
2029,government_c_gi_pct_change,2.766,projected
2030,government_c_gi_pct_change,2.591,projected
2031,government_c_gi_pct_change,2.546,projected
2032,government_c_gi_pct_change,2.679,projected
2033,government_c_gi_pct_change,2.76,projected
2034,government_c_gi_pct_change,2.744,projected
2035,government_c_gi_pct_change,2.751,projected
2036,government_c_gi_pct_change,2.807,projected
2023,gross_pri_dom_invest,4968.2,actual
2024,gross_pri_dom_invest,5234.2,actual
2025,gross_pri_dom_invest,5408.9,projected
2026,gross_pri_dom_invest,5701.7,projected
2027,gross_pri_dom_invest,6015.7,projected
2028,gross_pri_dom_invest,6291.6,projected
2029,gross_pri_dom_invest,6528.8,projected
2030,gross_pri_dom_invest,6747.7,projected
2031,gross_pri_dom_invest,6977.4,projected
2032,gross_pri_dom_invest,7210.6,projected
2033,gross_pri_dom_invest,7454.3,projected
2034,gross_pri_dom_invest,7710.6,projected
2035,gross_pri_dom_invest,7999.3,projected
2036,gross_pri_dom_invest,8310.3,projected
2023,gross_pri_dom_invest_pct_change,4.262,actual
2024,gross_pri_dom_invest_pct_change,5.352,actual
2025,gross_pri_dom_invest_pct_change,3.338,projected
2026,gross_pri_dom_invest_pct_change,5.413,projected
2027,gross_pri_dom_invest_pct_change,5.506,projected
2028,gross_pri_dom_invest_pct_change,4.586,projected
2029,gross_pri_dom_invest_pct_change,3.77,projected
2030,gross_pri_dom_invest_pct_change,3.352,projected
2031,gross_pri_dom_invest_pct_change,3.405,projected
2032,gross_pri_dom_invest_pct_change,3.341,projected
2033,gross_pri_dom_invest_pct_change,3.38,projected
2034,gross_pri_dom_invest_pct_change,3.437,projected
2035,gross_pri_dom_invest_pct_change,3.743,projected
2036,gross_pri_dom_invest_pct_change,3.887,projected
2023,hours_nfb,105.206,actual
2024,hours_nfb,105.336,actual
2025,hours_nfb,106.182,projected
2026,hours_nfb,106.685,projected
2027,hours_nfb,107.071,projected
2028,hours_nfb,107.335,projected
2029,hours_nfb,107.885,projected
2030,hours_nfb,108.466,projected
2031,hours_nfb,109.063,projected
2032,hours_nfb,109.609,projected
2033,hours_nfb,110.117,projected
2034,hours_nfb,110.607,projected
2035,hours_nfb,111.076,projected
2036,hours_nfb,111.52,projected
2023,hours_nfb_pct_change,1.511,actual
2024,hours_nfb_pct_change,0.123,actual
2025,hours_nfb_pct_change,0.803,projected
2026,hours_nfb_pct_change,0.473,projected
2027,hours_nfb_pct_change,0.361,projected
2028,hours_nfb_pct_change,0.246,projected
2029,hours_nfb_pct_change,0.513,projected
