date,variable,value,estimate_type
2023,compensation_share_of_gdp,51.188,actual
2024,compensation_share_of_gdp,51.472,actual
2025,compensation_share_of_gdp,51.749,projected
2026,compensation_share_of_gdp,52.187,projected
2027,compensation_share_of_gdp,52.459,projected
2028,compensation_share_of_gdp,52.679,projected
2029,compensation_share_of_gdp,52.858,projected
2030,compensation_share_of_gdp,52.97,projected
2031,compensation_share_of_gdp,53.04,projected
2032,compensation_share_of_gdp,53.07,projected
2033,compensation_share_of_gdp,53.074,projected
2034,compensation_share_of_gdp,53.074,projected
2035,compensation_share_of_gdp,53.074,projected
2022,core_cpiu,290.07,actual
2023,core_cpiu,305.39,actual
2024,core_cpiu,316.43,actual
2025,core_cpiu,325.132,projected
2026,core_cpiu,333.015,projected
2027,core_cpiu,340.711,projected
2028,core_cpiu,348.488,projected
2029,core_cpiu,356.453,projected
2030,core_cpiu,364.594,projected
2031,core_cpiu,372.904,projected
2032,core_cpiu,381.394,projected
2033,core_cpiu,390.073,projected
2034,core_cpiu,398.948,projected
2035,core_cpiu,408.024,projected
2022,core_cpiu_pct_change,5.918,actual
2023,core_cpiu_pct_change,5.281,actual
2024,core_cpiu_pct_change,3.614,actual
2025,core_cpiu_pct_change,2.75,projected
2026,core_cpiu_pct_change,2.424,projected
2027,core_cpiu_pct_change,2.31,projected
2028,core_cpiu_pct_change,2.282,projected
2029,core_cpiu_pct_change,2.285,projected
2030,core_cpiu_pct_change,2.283,projected
2031,core_cpiu_pct_change,2.279,projected
2032,core_cpiu_pct_change,2.276,projected
2033,core_cpiu_pct_change,2.275,projected
2034,core_cpiu_pct_change,2.275,projected
2035,core_cpiu_pct_change,2.274,projected
2022,core_pce_price_index,113.079,actual
2023,core_pce_price_index,118.325,actual
2024,core_pce_price_index,121.761,actual
2025,core_pce_price_index,124.906,projected
2026,core_pce_price_index,127.663,projected
2027,core_pce_price_index,130.281,projected
2028,core_pce_price_index,132.944,projected
2029,core_pce_price_index,135.647,projected
2030,core_pce_price_index,138.384,projected
2031,core_pce_price_index,141.162,projected
2032,core_pce_price_index,143.983,projected
2033,core_pce_price_index,146.85,projected
2034,core_pce_price_index,149.765,projected
2035,core_pce_price_index,152.732,projected
2022,core_pce_price_index_pct_change,5.274,actual
2023,core_pce_price_index_pct_change,4.638,actual
2024,core_pce_price_index_pct_change,2.904,actual
2025,core_pce_price_index_pct_change,2.582,projected
2026,core_pce_price_index_pct_change,2.207,projected
2027,core_pce_price_index_pct_change,2.05,projected
2028,core_pce_price_index_pct_change,2.043,projected
2029,core_pce_price_index_pct_change,2.033,projected
2030,core_pce_price_index_pct_change,2.018,projected
2031,core_pce_price_index_pct_change,2.007,projected
2032,core_pce_price_index_pct_change,1.998,projected
2033,core_pce_price_index_pct_change,1.991,projected
2034,core_pce_price_index_pct_change,1.985,projected
2035,core_pce_price_index_pct_change,1.98,projected
2022,corp_profits_adj,3262.7,actual
2023,corp_profits_adj,3457.5,actual
2024,corp_profits_adj,3764.8,actual
2025,corp_profits_adj,3887.7,projected
2026,corp_profits_adj,3921.8,projected
2027,corp_profits_adj,3946.5,projected
2028,corp_profits_adj,3943.2,projected
2029,corp_profits_adj,3951.3,projected
2030,corp_profits_adj,4036.5,projected
2031,corp_profits_adj,4193.8,projected
2032,corp_profits_adj,4390.6,projected
2033,corp_profits_adj,4585.7,projected
2034,corp_profits_adj,4776.4,projected
2035,corp_profits_adj,4969.0,projected
2022,corp_profits_adj_share_of_gdp,12.785,actual
2023,corp_profits_adj_share_of_gdp,12.651,actual
2024,corp_profits_adj_share_of_gdp,13.061,actual
2025,corp_profits_adj_share_of_gdp,12.9,projected
2026,corp_profits_adj_share_of_gdp,12.513,projected
2027,corp_profits_adj_share_of_gdp,12.128,projected
2028,corp_profits_adj_share_of_gdp,11.678,projected
2029,corp_profits_adj_share_of_gdp,11.274,projected
2030,corp_profits_adj_share_of_gdp,11.091,projected
2031,corp_profits_adj_share_of_gdp,11.097,projected
2032,corp_profits_adj_share_of_gdp,11.185,projected
2033,corp_profits_adj_share_of_gdp,11.248,projected
2034,corp_profits_adj_share_of_gdp,11.283,projected
2035,corp_profits_adj_share_of_gdp,11.309,projected
2022,corp_profits_domestic_adj,2829.5,actual
2023,corp_profits_domestic_adj,2973.9,actual
2024,corp_profits_domestic_adj,3285.7,actual
2025,corp_profits_domestic_adj,3387.1,projected
2026,corp_profits_domestic_adj,3394.7,projected
2027,corp_profits_domestic_adj,3385.8,projected
2028,corp_profits_domestic_adj,3353.2,projected
2029,corp_profits_domestic_adj,3342.5,projected
2030,corp_profits_domestic_adj,3411.2,projected
2031,corp_profits_domestic_adj,3550.4,projected
2032,corp_profits_domestic_adj,3725.7,projected
2033,corp_profits_domestic_adj,3894.0,projected
2034,corp_profits_domestic_adj,4057.0,projected
2035,corp_profits_domestic_adj,4220.4,projected
2022,corp_profits_domestic_adj_share_of_gdp,11.088,actual
2023,corp_profits_domestic_adj_share_of_gdp,10.881,actual
2024,corp_profits_domestic_adj_share_of_gdp,11.399,actual
2025,corp_profits_domestic_adj_share_of_gdp,11.239,projected
2026,corp_profits_domestic_adj_share_of_gdp,10.831,projected
2027,corp_profits_domestic_adj_share_of_gdp,10.405,projected
2028,corp_profits_domestic_adj_share_of_gdp,9.931,projected
2029,corp_profits_domestic_adj_share_of_gdp,9.537,projected
2030,corp_profits_domestic_adj_share_of_gdp,9.373,projected
2031,corp_profits_domestic_adj_share_of_gdp,9.394,projected
2032,corp_profits_domestic_adj_share_of_gdp,9.491,projected
2033,corp_profits_domestic_adj_share_of_gdp,9.551,projected
2034,corp_profits_domestic_adj_share_of_gdp,9.584,projected
2035,corp_profits_domestic_adj_share_of_gdp,9.605,projected
2022,cpiu,287.68,actual
2023,cpiu,302.286,actual
2024,cpiu,311.59,actual
2025,cpiu,318.771,projected
2026,cpiu,326.507,projected
2027,cpiu,334.159,projected
2028,cpiu,341.729,projected
2029,cpiu,349.401,projected
2030,cpiu,357.222,projected
2031,cpiu,365.212,projected
2032,cpiu,373.387,projected
2033,cpiu,381.758,projected
2034,cpiu,390.332,projected
2035,cpiu,399.112,projected
2022,cpiu_medical_price_index,540.778,actual
2023,cpiu_medical_price_index,549.171,actual
2024,cpiu_medical_price_index,559.588,actual
2025,cpiu_medical_price_index,570.038,projected
2026,cpiu_medical_price_index,587.831,projected
2027,cpiu_medical_price_index,605.436,projected
2028,cpiu_medical_price_index,623.063,projected
2029,cpiu_medical_price_index,642.226,projected
2030,cpiu_medical_price_index,661.595,projected
2031,cpiu_medical_price_index,681.832,projected
2032,cpiu_medical_price_index,702.66,projected
2033,cpiu_medical_price_index,724.14,projected
2034,cpiu_medical_price_index,746.277,projected
2035,cpiu_medical_price_index,769.084,projected
2022,cpiu_medical_price_index_pct_change,3.396,actual
2023,cpiu_medical_price_index_pct_change,1.551,actual
2024,cpiu_medical_price_index_pct_change,1.896,actual
2025,cpiu_medical_price_index_pct_change,1.867,projected
2026,cpiu_medical_price_index_pct_change,3.121,projected
2027,cpiu_medical_price_index_pct_change,2.994,projected
2028,cpiu_medical_price_index_pct_change,2.911,projected
2029,cpiu_medical_price_index_pct_change,3.075,projected
2030,cpiu_medical_price_index_pct_change,3.015,projected
2031,cpiu_medical_price_index_pct_change,3.058,projected
2032,cpiu_medical_price_index_pct_change,3.054,projected
2033,cpiu_medical_price_index_pct_change,3.056,projected
2034,cpiu_medical_price_index_pct_change,3.057,projected
2035,cpiu_medical_price_index_pct_change,3.056,projected
2022,cpiu_pct_change,7.924,actual
2023,cpiu_pct_change,5.077,actual
2024,cpiu_pct_change,3.078,actual
2025,cpiu_pct_change,2.304,projected
2026,cpiu_pct_change,2.426,projected
2027,cpiu_pct_change,2.343,projected
2028,cpiu_pct_change,2.265,projected
2029,cpiu_pct_change,2.244,projected
2030,cpiu_pct_change,2.238,projected
2031,cpiu_pct_change,2.236,projected
2032,cpiu_pct_change,2.238,projected
2033,cpiu_pct_change,2.242,projected
2034,cpiu_pct_change,2.245,projected
2035,cpiu_pct_change,2.249,projected
2022,current_account_balance,-1024.0,actual
2023,current_account_balance,-920.6,actual
2024,current_account_balance,-1038.5,actual
2025,current_account_balance,-1164.7,projected
2026,current_account_balance,-1155.6,projected
2027,current_account_balance,-1155.1,projected
2028,current_account_balance,-1138.5,projected
2029,current_account_balance,-1146.6,projected
2030,current_account_balance,-1178.0,projected
2031,current_account_balance,-1242.7,projected
2032,current_account_balance,-1312.4,projected
2033,current_account_balance,-1377.7,projected
2034,current_account_balance,-1448.9,projected
2035,current_account_balance,-1521.3,projected
2022,dividend_inc_pers,1821.3,actual
2023,dividend_inc_pers,1911.2,actual
2024,dividend_inc_pers,1975.1,actual
2025,dividend_inc_pers,2070.5,projected
2026,dividend_inc_pers,2201.1,projected
2027,dividend_inc_pers,2301.4,projected
2028,dividend_inc_pers,2384.7,projected
2029,dividend_inc_pers,2481.1,projected
2030,dividend_inc_pers,2581.7,projected
2031,dividend_inc_pers,2684.1,projected
2032,dividend_inc_pers,2788.9,projected
2033,dividend_inc_pers,2896.1,projected
2034,dividend_inc_pers,3006.5,projected
2035,dividend_inc_pers,3120.2,projected
2022,dividend_inc_pers_share_of_gdp,7.137,actual
2023,dividend_inc_pers_share_of_gdp,6.993,actual
2024,dividend_inc_pers_share_of_gdp,6.852,actual
2025,dividend_inc_pers_share_of_gdp,6.87,projected
2026,dividend_inc_pers_share_of_gdp,7.023,projected
2027,dividend_inc_pers_share_of_gdp,7.072,projected
2028,dividend_inc_pers_share_of_gdp,7.062,projected
2029,dividend_inc_pers_share_of_gdp,7.079,projected
2030,dividend_inc_pers_share_of_gdp,7.093,projected
2031,dividend_inc_pers_share_of_gdp,7.102,projected
2032,dividend_inc_pers_share_of_gdp,7.104,projected
2033,dividend_inc_pers_share_of_gdp,7.103,projected
2034,dividend_inc_pers_share_of_gdp,7.102,projected
2035,dividend_inc_pers_share_of_gdp,7.101,projected
2022,eci_wages_salaries,152.85,actual
2023,eci_wages_salaries,160.2,actual
2024,eci_wages_salaries,166.775,actual
2025,eci_wages_salaries,172.681,projected
2026,eci_wages_salaries,178.549,projected
2027,eci_wages_salaries,184.33,projected
2028,eci_wages_salaries,190.085,projected
2029,eci_wages_salaries,195.868,projected
2030,eci_wages_salaries,201.73,projected
2031,eci_wages_salaries,207.706,projected
2032,eci_wages_salaries,213.825,projected
2033,eci_wages_salaries,220.116,projected
2034,eci_wages_salaries,226.581,projected
2035,eci_wages_salaries,233.222,projected
2022,eci_wages_salaries_pct_change,5.214,actual
2023,eci_wages_salaries_pct_change,4.808,actual
2024,eci_wages_salaries_pct_change,4.104,actual
2025,eci_wages_salaries_pct_change,3.541,projected
2026,eci_wages_salaries_pct_change,3.398,projected
2027,eci_wages_salaries_pct_change,3.237,projected
2028,eci_wages_salaries_pct_change,3.122,projected
2029,eci_wages_salaries_pct_change,3.042,projected
2030,eci_wages_salaries_pct_change,2.993,projected
2031,eci_wages_salaries_pct_change,2.961,projected
2032,eci_wages_salaries_pct_change,2.945,projected
2033,eci_wages_salaries_pct_change,2.942,projected
2034,eci_wages_salaries_pct_change,2.937,projected
2035,eci_wages_salaries_pct_change,2.93,projected
2022,empl_civ_16yo,157.433,actual
2023,empl_civ_16yo,160.393,actual
2024,empl_civ_16yo,161.354,actual
2025,empl_civ_16yo,162.667,projected
2026,empl_civ_16yo,165.472,projected
2027,empl_civ_16yo,166.231,projected
2028,empl_civ_16yo,166.771,projected
2029,empl_civ_16yo,167.428,projected
2030,empl_civ_16yo,168.143,projected
2031,empl_civ_16yo,168.885,projected
2032,empl_civ_16yo,169.635,projected
2033,empl_civ_16yo,170.276,projected
2034,empl_civ_16yo,170.894,projected
2035,empl_civ_16yo,171.491,projected
2022,empl_civ_16yo_pct_change,4.102,actual
2023,empl_civ_16yo_pct_change,1.88,actual
2024,empl_civ_16yo_pct_change,0.598,actual
2025,empl_civ_16yo_pct_change,0.813,projected
2026,empl_civ_16yo_pct_change,1.724,projected
2027,empl_civ_16yo_pct_change,0.458,projected
2028,empl_civ_16yo_pct_change,0.324,projected
2029,empl_civ_16yo_pct_change,0.394,projected
2030,empl_civ_16yo_pct_change,0.427,projected
2031,empl_civ_16yo_pct_change,0.441,projected
2032,empl_civ_16yo_pct_change,0.444,projected
2033,empl_civ_16yo_pct_change,0.377,projected
2034,empl_civ_16yo_pct_change,0.363,projected
2035,empl_civ_16yo_pct_change,0.349,projected
2022,empl_payroll_nf,151.296,actual
2023,empl_payroll_nf,155.331,actual
2024,empl_payroll_nf,158.021,actual
2025,empl_payroll_nf,159.686,projected
2026,empl_payroll_nf,160.629,projected
2027,empl_payroll_nf,161.248,projected
2028,empl_payroll_nf,161.818,projected
2029,empl_payroll_nf,162.449,projected
2030,empl_payroll_nf,163.132,projected
2031,empl_payroll_nf,163.874,projected
2032,empl_payroll_nf,164.593,projected
2033,empl_payroll_nf,165.261,projected
2034,empl_payroll_nf,165.92,projected
2035,empl_payroll_nf,166.557,projected
2022,empl_payroll_nf_pct_change,4.609,actual
2023,empl_payroll_nf_pct_change,2.666,actual
2024,empl_payroll_nf_pct_change,1.731,actual
2025,empl_payroll_nf_pct_change,1.053,projected
2026,empl_payroll_nf_pct_change,0.59,projected
2027,empl_payroll_nf_pct_change,0.385,projected
2028,empl_payroll_nf_pct_change,0.353,projected
2029,empl_payroll_nf_pct_change,0.39,projected
2030,empl_payroll_nf_pct_change,0.42,projected
2031,empl_payroll_nf_pct_change,0.455,projected
2032,empl_payroll_nf_pct_change,0.438,projected
2033,empl_payroll_nf_pct_change,0.405,projected
2034,empl_payroll_nf_pct_change,0.398,projected
2035,empl_payroll_nf_pct_change,0.384,projected
2022,exchange_rate_export_weighted,211.369,actual
2023,exchange_rate_export_weighted,214.846,actual
2024,exchange_rate_export_weighted,214.535,actual
2025,exchange_rate_export_weighted,221.949,projected
2026,exchange_rate_export_weighted,216.868,projected
2027,exchange_rate_export_weighted,208.202,projected
2028,exchange_rate_export_weighted,200.623,projected
2029,exchange_rate_export_weighted,196.984,projected
2030,exchange_rate_export_weighted,194.807,projected
2031,exchange_rate_export_weighted,193.256,projected
2032,exchange_rate_export_weighted,191.67,projected
2033,exchange_rate_export_weighted,190.049,projected
2034,exchange_rate_export_weighted,189.056,projected
2035,exchange_rate_export_weighted,188.323,projected
2022,exports,2947.1,actual
2023,exports,3041.2,actual
2024,exports,3143.9,actual
2025,exports,3175.4,projected
2026,exports,3297.5,projected
2027,exports,3484.8,projected
2028,exports,3684.2,projected
2029,exports,3857.6,projected
2030,exports,4020.6,projected
2031,exports,4181.2,projected
2032,exports,4345.2,projected
2033,exports,4515.0,projected
2034,exports,4681.4,projected
2035,exports,4846.7,projected
2022,exports_pct_change,21.213,actual
2023,exports_pct_change,3.193,actual
2024,exports_pct_change,3.376,actual
2025,exports_pct_change,1.001,projected
2026,exports_pct_change,3.847,projected
2027,exports_pct_change,5.678,projected
2028,exports_pct_change,5.724,projected
2029,exports_pct_change,4.704,projected
2030,exports_pct_change,4.227,projected
2031,exports_pct_change,3.994,projected
2032,exports_pct_change,3.922,projected
2033,exports_pct_change,3.907,projected
2034,exports_pct_change,3.683,projected
2035,exports_pct_change,3.531,projected
2022,fed_funds_rate,0.79,actual
2023,fed_funds_rate,4.605,actual
2024,fed_funds_rate,5.313,actual
2025,fed_funds_rate,4.243,projected
2026,fed_funds_rate,3.579,projected
2027,fed_funds_rate,3.348,projected
2028,fed_funds_rate,3.361,projected
2029,fed_funds_rate,3.342,projected
2030,fed_funds_rate,3.31,projected
2031,fed_funds_rate,3.276,projected
2032,fed_funds_rate,3.248,projected
2033,fed_funds_rate,3.23,projected
2034,fed_funds_rate,3.217,projected
2035,fed_funds_rate,3.207,projected
2022,federal_government_c_gi,1621.7,actual
2023,federal_government_c_gi,1737.1,actual
2024,federal_government_c_gi,1835.5,actual
2025,federal_government_c_gi,1907.9,projected
2026,federal_government_c_gi,1937.6,projected
2027,federal_government_c_gi,1979.3,projected
2028,federal_government_c_gi,2021.2,projected
2029,federal_government_c_gi,2063.5,projected
2030,federal_government_c_gi,2108.6,projected
2031,federal_government_c_gi,2151.3,projected
2032,federal_government_c_gi,2201.4,projected
2033,federal_government_c_gi,2256.3,projected
2034,federal_government_c_gi,2310.7,projected
2035,federal_government_c_gi,2363.6,projected
2022,federal_government_c_gi_pct_change,2.407,actual
2023,federal_government_c_gi_pct_change,7.116,actual
2024,federal_government_c_gi_pct_change,5.662,actual
2025,federal_government_c_gi_pct_change,3.942,projected
2026,federal_government_c_gi_pct_change,1.558,projected
2027,federal_government_c_gi_pct_change,2.154,projected
2028,federal_government_c_gi_pct_change,2.114,projected
2029,federal_government_c_gi_pct_change,2.093,projected
2030,federal_government_c_gi_pct_change,2.185,projected
2031,federal_government_c_gi_pct_change,2.024,projected
2032,federal_government_c_gi_pct_change,2.327,projected
2033,federal_government_c_gi_pct_change,2.496,projected
2034,federal_government_c_gi_pct_change,2.408,projected
2035,federal_government_c_gi_pct_change,2.29,projected
2022,gdi,25617.0,actual
2023,gdi,27107.3,actual
2024,gdi,28629.5,actual
2025,gdi,30037.0,projected
2026,gdi,31336.2,projected
2027,gdi,32559.8,projected
2028,gdi,33794.6,projected
2029,gdi,35080.4,projected
2030,gdi,36428.8,projected
2031,gdi,37828.7,projected
2032,gdi,39290.5,projected
2033,gdi,40807.4,projected
2034,gdi,42371.5,projected
2035,gdi,43979.1,projected
2022,gdi_pct_change,11.2,actual
2023,gdi_pct_change,5.817,actual
2024,gdi_pct_change,5.615,actual
2025,gdi_pct_change,4.916,projected
2026,gdi_pct_change,4.325,projected
2027,gdi_pct_change,3.904,projected
2028,gdi_pct_change,3.792,projected
2029,gdi_pct_change,3.804,projected
2030,gdi_pct_change,3.843,projected
2031,gdi_pct_change,3.842,projected
2032,gdi_pct_change,3.864,projected
2033,gdi_pct_change,3.86,projected
2034,gdi_pct_change,3.832,projected
2035,gdi_pct_change,3.794,projected
2022,gdp,25517.6,actual
2023,gdp,27330.1,actual
2024,gdp,28823.0,actual
2025,gdp,30136.1,projected
2026,gdp,31341.3,projected
2027,gdp,32538.1,projected
2028,gdp,33764.5,projected
2029,gdp,35047.1,projected
2030,gdp,36393.7,projected
2031,gdp,37792.1,projected
2032,gdp,39252.4,projected
2033,gdp,40767.9,projected
2034,gdp,42330.4,projected
2035,gdp,43936.5,projected
2022,gdp_pct_change,10.926,actual
2023,gdp_pct_change,7.102,actual
2024,gdp_pct_change,5.462,actual
2025,gdp_pct_change,4.555,projected
2026,gdp_pct_change,3.999,projected
2027,gdp_pct_change,3.818,projected
2028,gdp_pct_change,3.769,projected
2029,gdp_pct_change,3.798,projected
2030,gdp_pct_change,3.842,projected
2031,gdp_pct_change,3.842,projected
2032,gdp_pct_change,3.864,projected
2033,gdp_pct_change,3.86,projected
2034,gdp_pct_change,3.832,projected
2035,gdp_pct_change,3.794,projected
2022,gdp_price_index,116.207,actual
2023,gdp_price_index,121.503,actual
2024,gdp_price_index,124.471,actual
2025,gdp_price_index,127.294,projected
2026,gdp_price_index,129.976,projected
2027,gdp_price_index,132.584,projected
2028,gdp_price_index,135.218,projected
2029,gdp_price_index,137.914,projected
2030,gdp_price_index,140.656,projected
2031,gdp_price_index,143.45,projected
2032,gdp_price_index,146.3,projected
2033,gdp_price_index,149.213,projected
2034,gdp_price_index,152.183,projected
2035,gdp_price_index,155.212,projected
2022,gdp_price_index_pct_change,7.067,actual
2023,gdp_price_index_pct_change,4.557,actual
2024,gdp_price_index_pct_change,2.442,actual
2025,gdp_price_index_pct_change,2.267,projected
2026,gdp_price_index_pct_change,2.107,projected
2027,gdp_price_index_pct_change,2.006,projected
2028,gdp_price_index_pct_change,1.986,projected
2029,gdp_price_index_pct_change,1.993,projected
2030,gdp_price_index_pct_change,1.988,projected
2031,gdp_price_index_pct_change,1.986,projected
2032,gdp_price_index_pct_change,1.987,projected
2033,gdp_price_index_pct_change,1.99,projected
2034,gdp_price_index_pct_change,1.99,projected
2035,gdp_price_index_pct_change,1.99,projected
2022,gnp,25671.8,actual
2023,gnp,27441.8,actual
2024,gnp,28886.1,actual
2025,gnp,30189.7,projected
2026,gnp,31393.5,projected
2027,gnp,32591.5,projected
2028,gnp,33809.5,projected
2029,gnp,35070.5,projected
2030,gnp,36392.5,projected
2031,gnp,37767.5,projected
2032,gnp,39206.3,projected
2033,gnp,40704.4,projected
2034,gnp,42249.1,projected
2035,gnp,43837.6,projected
2022,gnp_pct_change,10.83,actual
2023,gnp_pct_change,6.894,actual
2024,gnp_pct_change,5.263,actual
2025,gnp_pct_change,4.512,projected
2026,gnp_pct_change,3.987,projected
2027,gnp_pct_change,3.816,projected
2028,gnp_pct_change,3.737,projected
2029,gnp_pct_change,3.729,projected
2030,gnp_pct_change,3.769,projected
2031,gnp_pct_change,3.778,projected
2032,gnp_pct_change,3.809,projected
2033,gnp_pct_change,3.821,projected
2034,gnp_pct_change,3.795,projected
2035,gnp_pct_change,3.759,projected
2022,government_c_gi,4383.1,actual
2023,government_c_gi,4647.9,actual
2024,government_c_gi,4917.9,actual
2025,government_c_gi,5122.2,projected
2026,government_c_gi,5271.1,projected
2027,government_c_gi,5430.4,projected
2028,government_c_gi,5589.0,projected
2029,government_c_gi,5747.3,projected
2030,government_c_gi,5909.3,projected
2031,government_c_gi,6071.9,projected
2032,government_c_gi,6246.6,projected
2033,government_c_gi,6430.1,projected
2034,government_c_gi,6616.4,projected
2035,government_c_gi,6802.9,projected
2022,government_c_gi_pct_change,5.875,actual
2023,government_c_gi_pct_change,6.041,actual
2024,government_c_gi_pct_change,5.809,actual
2025,government_c_gi_pct_change,4.153,projected
2026,government_c_gi_pct_change,2.906,projected
2027,government_c_gi_pct_change,3.022,projected
2028,government_c_gi_pct_change,2.92,projected
2029,government_c_gi_pct_change,2.831,projected
2030,government_c_gi_pct_change,2.818,projected
2031,government_c_gi_pct_change,2.752,projected
2032,government_c_gi_pct_change,2.876,projected
2033,government_c_gi_pct_change,2.938,projected
2034,government_c_gi_pct_change,2.896,projected
2035,government_c_gi_pct_change,2.819,projected
2022,gross_pri_dom_invest,4743.0,actual
2023,gross_pri_dom_invest,4937.0,actual
2024,gross_pri_dom_invest,5227.1,actual
2025,gross_pri_dom_invest,5489.0,projected
2026,gross_pri_dom_invest,5736.0,projected
2027,gross_pri_dom_invest,6017.5,projected
2028,gross_pri_dom_invest,6265.2,projected
2029,gross_pri_dom_invest,6486.1,projected
2030,gross_pri_dom_invest,6710.3,projected
2031,gross_pri_dom_invest,6936.5,projected
2032,gross_pri_dom_invest,7173.6,projected
2033,gross_pri_dom_invest,7409.8,projected
2034,gross_pri_dom_invest,7644.9,projected
2035,gross_pri_dom_invest,7885.4,projected
2022,gross_pri_dom_invest_pct_change,16.092,actual
2023,gross_pri_dom_invest_pct_change,4.089,actual
2024,gross_pri_dom_invest_pct_change,5.874,actual
2025,gross_pri_dom_invest_pct_change,5.011,projected
2026,gross_pri_dom_invest_pct_change,4.499,projected
2027,gross_pri_dom_invest_pct_change,4.907,projected
2028,gross_pri_dom_invest_pct_change,4.115,projected
2029,gross_pri_dom_invest_pct_change,3.525,projected
2030,gross_pri_dom_invest_pct_change,3.456,projected
2031,gross_pri_dom_invest_pct_change,3.37,projected
2032,gross_pri_dom_invest_pct_change,3.418,projected
2033,gross_pri_dom_invest_pct_change,3.292,projected
2034,gross_pri_dom_invest_pct_change,3.172,projected
2035,gross_pri_dom_invest_pct_change,3.146,projected
2022,hours_nfb,103.659,actual
2023,hours_nfb,105.278,actual
2024,hours_nfb,105.855,actual
2025,hours_nfb,106.734,projected
2026,hours_nfb,107.295,projected
2027,hours_nfb,107.791,projected
2028,hours_nfb,108.291,projected
2029,hours_nfb,108.842,projected
2030,hours_nfb,109.432,projected
2031,hours_nfb,110.065,projected
2032,hours_nfb,110.722,projected
2033,hours_nfb,111.297,projected
2034,hours_nfb,111.814,projected
2035,hours_nfb,112.284,projected
2022,hours_nfb_pct_change,4.922,actual
2023,hours_nfb_pct_change,1.562,actual
2024,hours_nfb_pct_change,0.547,actual
2025,hours_nfb_pct_change,0.83,projected
2026,hours_nfb_pct_change,0.526,projected
2027,hours_nfb_pct_change,0.461,projected
2028,hours_nfb_pct_change,0.464,projected
2029,hours_nfb_pct_change,0.508,projected
2030,hours_nfb_pct_change,0.541,projected
2031,hours_nfb_pct_change,0.578,projected
2032,hours_nfb_pct_change,0.596,projected
2033,hours_nfb_pct_change,0.519,projected
2034,hours_nfb_pct_change,0.465,projected
2035,hours_nfb_pct_change,0.42,projected
2022,house_price_index_fhfa,373.59,actual
2023,house_price_index_fhfa,393.147,actual
2024,house_price_index_fhfa,416.38,actual
2025,house_price_index_fhfa,430.899,projected
2026,house_price_index_fhfa,445.384,projected
2027,house_price_index_fhfa,459.46,projected
2028,house_price_index_fhfa,474.064,projected
2029,house_price_index_fhfa,489.789,projected
2030,house_price_index_fhfa,506.929,projected
2031,house_price_index_fhfa,525.215,projected
2032,house_price_index_fhfa,544.444,projected
2033,house_price_index_fhfa,564.568,projected
2034,house_price_index_fhfa,585.57,projected
2035,house_price_index_fhfa,607.449,projected
2022,households,128.105,actual
2023,households,129.922,actual
2024,households,131.41,actual
2025,households,132.948,projected
2026,households,134.217,projected
2027,households,135.478,projected
2028,households,136.734,projected
2029,households,137.975,projected
2030,households,139.181,projected
2031,households,140.288,projected
2032,households,141.283,projected
2033,households,142.159,projected
2034,households,142.95,projected
2035,households,143.685,projected
2022,imports,3923.5,actual
2023,imports,3853.4,actual
2024,imports,4017.4,actual
2025,imports,4169.9,projected
2026,imports,4282.5,projected
2027,imports,4467.5,projected
