date,variable,value
FY2026,chg_econ_outlay_mand_eitc,0.455
FY2027,chg_econ_outlay_mand_eitc,-0.716
FY2028,chg_econ_outlay_mand_eitc,-1.487
FY2029,chg_econ_outlay_mand_eitc,-2.306
FY2030,chg_econ_outlay_mand_eitc,-2.897
FY2031,chg_econ_outlay_mand_eitc,-3.341
FY2032,chg_econ_outlay_mand_eitc,-3.623
FY2033,chg_econ_outlay_mand_eitc,-4.016
FY2034,chg_econ_outlay_mand_eitc,-4.35
FY2025,chg_econ_outlay_mand_medicaid,-2.076
FY2026,chg_econ_outlay_mand_medicaid,-3.351
FY2027,chg_econ_outlay_mand_medicaid,-4.098
FY2028,chg_econ_outlay_mand_medicaid,-4.62
FY2029,chg_econ_outlay_mand_medicaid,-5.411
FY2030,chg_econ_outlay_mand_medicaid,-6.574
FY2031,chg_econ_outlay_mand_medicaid,-8.037
FY2032,chg_econ_outlay_mand_medicaid,-9.683
FY2033,chg_econ_outlay_mand_medicaid,-11.604
FY2034,chg_econ_outlay_mand_medicaid,-13.835
FY2025,chg_econ_outlay_mand_medicare,0.24
FY2026,chg_econ_outlay_mand_medicare,-2.257
FY2027,chg_econ_outlay_mand_medicare,-4.828
FY2028,chg_econ_outlay_mand_medicare,-7.631
FY2029,chg_econ_outlay_mand_medicare,-9.031
FY2030,chg_econ_outlay_mand_medicare,-12.959
FY2031,chg_econ_outlay_mand_medicare,-16.962
FY2032,chg_econ_outlay_mand_medicare,-20.989
FY2033,chg_econ_outlay_mand_medicare,-27.624
FY2034,chg_econ_outlay_mand_medicare,-29.43
FY2025,chg_econ_outlay_mand_other,-3.673
FY2026,chg_econ_outlay_mand_other,-6.528
FY2027,chg_econ_outlay_mand_other,-4.036000000000001
FY2028,chg_econ_outlay_mand_other,-0.9239999999999977
FY2029,chg_econ_outlay_mand_other,0.38200000000000145
FY2030,chg_econ_outlay_mand_other,0.7759999999999998
FY2031,chg_econ_outlay_mand_other,1.4230000000000018
FY2032,chg_econ_outlay_mand_other,3.6999999999999957
FY2033,chg_econ_outlay_mand_other,3.9139999999999944
FY2034,chg_econ_outlay_mand_other,5.084000000000003
FY2025,chg_econ_outlay_mand_snap,-0.371
FY2026,chg_econ_outlay_mand_snap,-0.652
FY2027,chg_econ_outlay_mand_snap,-1.504
FY2028,chg_econ_outlay_mand_snap,-2.247
FY2029,chg_econ_outlay_mand_snap,-2.842
FY2030,chg_econ_outlay_mand_snap,-3.437
FY2031,chg_econ_outlay_mand_snap,-4.055
FY2032,chg_econ_outlay_mand_snap,-4.664
FY2033,chg_econ_outlay_mand_snap,-5.091
FY2034,chg_econ_outlay_mand_snap,-5.506
FY2025,chg_econ_outlay_mand_total,-5.087
FY2026,chg_econ_outlay_mand_total,-12.333
FY2027,chg_econ_outlay_mand_total,-15.182
FY2028,chg_econ_outlay_mand_total,-16.909
FY2029,chg_econ_outlay_mand_total,-19.208
FY2030,chg_econ_outlay_mand_total,-25.091
FY2031,chg_econ_outlay_mand_total,-30.972
FY2032,chg_econ_outlay_mand_total,-35.259
FY2033,chg_econ_outlay_mand_total,-44.421
FY2034,chg_econ_outlay_mand_total,-48.037
FY2025,chg_econ_outlay_net_interest,-66.632
FY2026,chg_econ_outlay_net_interest,-61.858000000000004
FY2027,chg_econ_outlay_net_interest,-21.477
FY2028,chg_econ_outlay_net_interest,11.776
FY2029,chg_econ_outlay_net_interest,25.223
FY2030,chg_econ_outlay_net_interest,22.833999999999996
FY2031,chg_econ_outlay_net_interest,9.117999999999995
FY2032,chg_econ_outlay_net_interest,-11.097999999999999
FY2033,chg_econ_outlay_net_interest,-36.73
FY2034,chg_econ_outlay_net_interest,-64.65299999999999
FY2025,chg_econ_outlay_total,-71.71900000000001
FY2026,chg_econ_outlay_total,-72.622
FY2027,chg_econ_outlay_total,-33.189
FY2028,chg_econ_outlay_total,0.30700000000000216
FY2029,chg_econ_outlay_total,12.538
FY2030,chg_econ_outlay_total,6.334999999999994
FY2031,chg_econ_outlay_total,-12.192000000000007
FY2032,chg_econ_outlay_total,-36.599000000000004
FY2033,chg_econ_outlay_total,-71.56299999999999
FY2034,chg_econ_outlay_total,-102.66299999999998
FY2025,chg_econ_rev_corporate,40.181
FY2026,chg_econ_rev_corporate,34.661
FY2027,chg_econ_rev_corporate,31.188
FY2028,chg_econ_rev_corporate,27.742
FY2029,chg_econ_rev_corporate,24.466
FY2030,chg_econ_rev_corporate,22.375
FY2031,chg_econ_rev_corporate,23.472
FY2032,chg_econ_rev_corporate,26.462
FY2033,chg_econ_rev_corporate,28.024
FY2034,chg_econ_rev_corporate,32.599
FY2025,chg_econ_rev_fed_reserve,1.644
FY2026,chg_econ_rev_fed_reserve,1.135
FY2027,chg_econ_rev_fed_reserve,0.45
FY2028,chg_econ_rev_fed_reserve,0.191
FY2029,chg_econ_rev_fed_reserve,0.199
FY2030,chg_econ_rev_fed_reserve,77.09
FY2031,chg_econ_rev_fed_reserve,6.978
FY2032,chg_econ_rev_fed_reserve,5.629
FY2033,chg_econ_rev_fed_reserve,2.573
FY2034,chg_econ_rev_fed_reserve,-0.877
FY2025,chg_econ_rev_individual,114.349
FY2026,chg_econ_rev_individual,140.009
FY2027,chg_econ_rev_individual,136.431
FY2028,chg_econ_rev_individual,134.037
FY2029,chg_econ_rev_individual,136.666
FY2030,chg_econ_rev_individual,141.795
FY2031,chg_econ_rev_individual,151.636
FY2032,chg_econ_rev_individual,165.596
FY2033,chg_econ_rev_individual,178.876
FY2034,chg_econ_rev_individual,192.988
FY2025,chg_econ_rev_other,1.710000000000008
FY2026,chg_econ_rev_other,1.684000000000026
FY2027,chg_econ_rev_other,1.663000000000011
FY2028,chg_econ_rev_other,1.578000000000003
FY2029,chg_econ_rev_other,1.2989999999999782
FY2030,chg_econ_rev_other,1.2620000000000005
FY2031,chg_econ_rev_other,1.7649999999999864
FY2032,chg_econ_rev_other,2.4620000000000175
FY2033,chg_econ_rev_other,3.1319999999999766
FY2034,chg_econ_rev_other,3.701999999999998
FY2025,chg_econ_rev_payroll,9.665
FY2026,chg_econ_rev_payroll,15.858
FY2027,chg_econ_rev_payroll,20.304
FY2028,chg_econ_rev_payroll,24.032
FY2029,chg_econ_rev_payroll,26.596
FY2030,chg_econ_rev_payroll,27.892
FY2031,chg_econ_rev_payroll,28.771
FY2032,chg_econ_rev_payroll,30.569
FY2033,chg_econ_rev_payroll,33.232
FY2034,chg_econ_rev_payroll,36.84
FY2025,chg_econ_rev_total,167.549
FY2026,chg_econ_rev_total,193.347
FY2027,chg_econ_rev_total,190.036
FY2028,chg_econ_rev_total,187.58
FY2029,chg_econ_rev_total,189.226
FY2030,chg_econ_rev_total,270.414
FY2031,chg_econ_rev_total,212.622
FY2032,chg_econ_rev_total,230.718
FY2033,chg_econ_rev_total,245.837
FY2034,chg_econ_rev_total,265.252
FY2025,chg_leg_deficit_total,34.690465
FY2026,chg_leg_deficit_total,16.788418000000004
FY2027,chg_leg_deficit_total,26.902426
FY2028,chg_leg_deficit_total,22.873980000000003
FY2029,chg_leg_deficit_total,23.363231
FY2030,chg_leg_deficit_total,27.402151999999997
FY2031,chg_leg_deficit_total,30.903087000000003
FY2032,chg_leg_deficit_total,27.556281
FY2033,chg_leg_deficit_total,29.428235
FY2034,chg_leg_deficit_total,31.12868
FY2025,chg_leg_outlay_debt_service,0.360465
FY2026,chg_leg_outlay_debt_service,1.5824179999999999
FY2027,chg_leg_outlay_debt_service,2.288426
FY2028,chg_leg_outlay_debt_service,3.13498
FY2029,chg_leg_outlay_debt_service,3.905231
FY2030,chg_leg_outlay_debt_service,4.752152
FY2031,chg_leg_outlay_debt_service,5.700087000000001
FY2032,chg_leg_outlay_debt_service,6.643281
FY2033,chg_leg_outlay_debt_service,7.567234999999999
FY2034,chg_leg_outlay_debt_service,8.55668
FY2025,chg_leg_outlay_disc_def_base,-26.937
FY2026,chg_leg_outlay_disc_def_base,-38.433
FY2027,chg_leg_outlay_disc_def_base,-42.812
FY2028,chg_leg_outlay_disc_def_base,-45.751
FY2029,chg_leg_outlay_disc_def_base,-47.144
FY2030,chg_leg_outlay_disc_def_base,-48.925
FY2031,chg_leg_outlay_disc_def_base,-50.183
FY2032,chg_leg_outlay_disc_def_base,-51.593
FY2033,chg_leg_outlay_disc_def_base,-52.979
FY2034,chg_leg_outlay_disc_def_base,-54.286
FY2025,chg_leg_outlay_disc_def_nonbase,-8.167999999999996
FY2026,chg_leg_outlay_disc_def_nonbase,-29.454
FY2027,chg_leg_outlay_disc_def_nonbase,-41.568
FY2028,chg_leg_outlay_disc_def_nonbase,-51.004
FY2029,chg_leg_outlay_disc_def_nonbase,-56.502
FY2030,chg_leg_outlay_disc_def_nonbase,-59.46900000000001
FY2031,chg_leg_outlay_disc_def_nonbase,-61.136
FY2032,chg_leg_outlay_disc_def_nonbase,-62.535
FY2033,chg_leg_outlay_disc_def_nonbase,-63.727000000000004
FY2034,chg_leg_outlay_disc_def_nonbase,-64.994
FY2025,chg_leg_outlay_disc_defense,-35.105
FY2026,chg_leg_outlay_disc_defense,-67.887
FY2027,chg_leg_outlay_disc_defense,-84.38
FY2028,chg_leg_outlay_disc_defense,-96.755
FY2029,chg_leg_outlay_disc_defense,-103.646
FY2030,chg_leg_outlay_disc_defense,-108.394
FY2031,chg_leg_outlay_disc_defense,-111.319
FY2032,chg_leg_outlay_disc_defense,-114.128
FY2033,chg_leg_outlay_disc_defense,-116.706
FY2034,chg_leg_outlay_disc_defense,-119.28
FY2025,chg_leg_outlay_disc_nondef_base,23.966
FY2026,chg_leg_outlay_disc_nondef_base,34.28
FY2027,chg_leg_outlay_disc_nondef_base,51.663
FY2028,chg_leg_outlay_disc_nondef_base,46.624
FY2029,chg_leg_outlay_disc_nondef_base,48.318
FY2030,chg_leg_outlay_disc_nondef_base,49.604
FY2031,chg_leg_outlay_disc_nondef_base,51.083
FY2032,chg_leg_outlay_disc_nondef_base,52.219
FY2033,chg_leg_outlay_disc_nondef_base,53.716
FY2034,chg_leg_outlay_disc_nondef_base,54.771
FY2025,chg_leg_outlay_disc_nondef_nonbase,14.793999999999997
FY2026,chg_leg_outlay_disc_nondef_nonbase,28.994
FY2027,chg_leg_outlay_disc_nondef_nonbase,35.852000000000004
FY2028,chg_leg_outlay_disc_nondef_nonbase,43.59799999999999
FY2029,chg_leg_outlay_disc_nondef_nonbase,50.407
FY2030,chg_leg_outlay_disc_nondef_nonbase,54.702
FY2031,chg_leg_outlay_disc_nondef_nonbase,58.251999999999995
FY2032,chg_leg_outlay_disc_nondef_nonbase,60.61899999999999
FY2033,chg_leg_outlay_disc_nondef_nonbase,62.657999999999994
FY2034,chg_leg_outlay_disc_nondef_nonbase,64.412
FY2025,chg_leg_outlay_disc_nondefense,38.76
FY2026,chg_leg_outlay_disc_nondefense,63.274
FY2027,chg_leg_outlay_disc_nondefense,87.515
FY2028,chg_leg_outlay_disc_nondefense,90.222
FY2029,chg_leg_outlay_disc_nondefense,98.725
FY2030,chg_leg_outlay_disc_nondefense,104.306
FY2031,chg_leg_outlay_disc_nondefense,109.335
FY2032,chg_leg_outlay_disc_nondefense,112.838
FY2033,chg_leg_outlay_disc_nondefense,116.374
FY2034,chg_leg_outlay_disc_nondefense,119.183
FY2025,chg_leg_outlay_disc_total,3.655
FY2026,chg_leg_outlay_disc_total,-4.613
FY2027,chg_leg_outlay_disc_total,3.135
FY2028,chg_leg_outlay_disc_total,-6.533
FY2029,chg_leg_outlay_disc_total,-4.921
FY2030,chg_leg_outlay_disc_total,-4.088
FY2031,chg_leg_outlay_disc_total,-1.984
FY2032,chg_leg_outlay_disc_total,-1.29
FY2033,chg_leg_outlay_disc_total,-0.332
FY2034,chg_leg_outlay_disc_total,-0.097
FY2025,chg_leg_outlay_total,28.759465000000002
FY2026,chg_leg_outlay_total,11.069418000000002
FY2027,chg_leg_outlay_total,18.484426
FY2028,chg_leg_outlay_total,12.25998
FY2029,chg_leg_outlay_total,11.038231
FY2030,chg_leg_outlay_total,17.719151999999998
FY2031,chg_leg_outlay_total,22.348087000000003
FY2032,chg_leg_outlay_total,23.943281
FY2033,chg_leg_outlay_total,26.416235
FY2034,chg_leg_outlay_total,28.50068
FY2025,chg_net_interest_deficit,-63.42600000000001
FY2026,chg_net_interest_deficit,-50.47100000000001
FY2027,chg_net_interest_deficit,-8.692
FY2028,chg_net_interest_deficit,28.877
FY2029,chg_net_interest_deficit,48.463
FY2030,chg_net_interest_deficit,49.681999999999995
FY2031,chg_net_interest_deficit,44.175999999999995
FY2032,chg_net_interest_deficit,30.362000000000002
FY2033,chg_net_interest_deficit,10.271000000000004
FY2034,chg_net_interest_deficit,-16.62299999999999
FY2025,chg_primary_deficit,-9.177
FY2026,chg_primary_deficit,-87.094
FY2027,chg_primary_deficit,-60.25899999999998
FY2028,chg_primary_deficit,-60.575
FY2029,chg_primary_deficit,-59.16900000000002
FY2030,chg_primary_deficit,-102.80000000000001
FY2031,chg_primary_deficit,-94.24099999999999
FY2032,chg_primary_deficit,-147.278
FY2033,chg_primary_deficit,-195.107
FY2034,chg_primary_deficit,-247.80199999999996
FY2025,chg_tech_deficit_total,131.974535
FY2026,chg_tech_deficit_total,111.615582
FY2027,chg_tech_deficit_total,127.371574
FY2028,chg_tech_deficit_total,132.70102
FY2029,chg_tech_deficit_total,142.61876900000001
FY2030,chg_tech_deficit_total,183.558848
FY2031,chg_tech_deficit_total,143.845913
FY2032,chg_tech_deficit_total,122.844719
FY2033,chg_tech_deficit_total,103.13576499999999
FY2034,chg_tech_deficit_total,72.36131999999999
FY2025,chg_tech_outlay_debt_service,0.835535
FY2026,chg_tech_outlay_debt_service,5.257582
FY2027,chg_tech_outlay_debt_service,8.902574000000001
FY2028,chg_tech_outlay_debt_service,12.93702
FY2029,chg_tech_outlay_debt_service,17.062769
FY2030,chg_tech_outlay_debt_service,22.066847999999997
FY2031,chg_tech_outlay_debt_service,26.901913
FY2032,chg_tech_outlay_debt_service,30.749719000000002
FY2033,chg_tech_outlay_debt_service,34.093765
FY2034,chg_tech_outlay_debt_service,36.61632
FY2025,chg_tech_outlay_disc_total,11.8
FY2026,chg_tech_outlay_disc_total,1.742
FY2027,chg_tech_outlay_disc_total,-0.011
FY2028,chg_tech_outlay_disc_total,11.238
FY2029,chg_tech_outlay_disc_total,5.535
FY2030,chg_tech_outlay_disc_total,7.657
FY2031,chg_tech_outlay_disc_total,6.795
FY2032,chg_tech_outlay_disc_total,4.989
FY2033,chg_tech_outlay_disc_total,5.058
FY2034,chg_tech_outlay_disc_total,2.202
FY2025,chg_tech_outlay_interest_other,2.01
FY2026,chg_tech_outlay_interest_other,4.547
FY2027,chg_tech_outlay_interest_other,1.5939999999999994
FY2028,chg_tech_outlay_interest_other,1.029
FY2029,chg_tech_outlay_interest_other,2.272000000000002
FY2030,chg_tech_outlay_interest_other,0.028999999999999915
FY2031,chg_tech_outlay_interest_other,2.4559999999999995
FY2032,chg_tech_outlay_interest_other,4.066999999999997
FY2033,chg_tech_outlay_interest_other,5.340000000000003
FY2034,chg_tech_outlay_interest_other,2.8569999999999993
FY2025,chg_tech_outlay_mand_eitc,-1.708
FY2026,chg_tech_outlay_mand_eitc,-3.371
FY2027,chg_tech_outlay_mand_eitc,-3.923
FY2028,chg_tech_outlay_mand_eitc,-4.544
FY2029,chg_tech_outlay_mand_eitc,-4.416
FY2030,chg_tech_outlay_mand_eitc,-4.932
FY2031,chg_tech_outlay_mand_eitc,-5.305
FY2032,chg_tech_outlay_mand_eitc,-5.346
FY2033,chg_tech_outlay_mand_eitc,-5.659
FY2034,chg_tech_outlay_mand_eitc,-6.003
FY2025,chg_tech_outlay_mand_medicaid,57.46
FY2026,chg_tech_outlay_mand_medicaid,84.143
FY2027,chg_tech_outlay_mand_medicaid,99.661
FY2028,chg_tech_outlay_mand_medicaid,91.348
FY2029,chg_tech_outlay_mand_medicaid,91.44
FY2030,chg_tech_outlay_mand_medicaid,86.915
FY2031,chg_tech_outlay_mand_medicaid,83.499
FY2032,chg_tech_outlay_mand_medicaid,82.34
FY2033,chg_tech_outlay_mand_medicaid,73.179
FY2034,chg_tech_outlay_mand_medicaid,66.93
FY2025,chg_tech_outlay_mand_medicare,6.18
FY2026,chg_tech_outlay_mand_medicare,4.903
FY2027,chg_tech_outlay_mand_medicare,-4.101
FY2028,chg_tech_outlay_mand_medicare,-8.719
FY2029,chg_tech_outlay_mand_medicare,-8.628
FY2030,chg_tech_outlay_mand_medicare,-18.356
FY2031,chg_tech_outlay_mand_medicare,-26.2
FY2032,chg_tech_outlay_mand_medicare,-31.406
FY2033,chg_tech_outlay_mand_medicare,-47.167
FY2034,chg_tech_outlay_mand_medicare,-60.394
FY2025,chg_tech_outlay_mand_other,0.841
FY2026,chg_tech_outlay_mand_other,5.181
FY2027,chg_tech_outlay_mand_other,6.273
FY2028,chg_tech_outlay_mand_other,-3.49
FY2029,chg_tech_outlay_mand_other,-3.741
FY2030,chg_tech_outlay_mand_other,2.804
FY2031,chg_tech_outlay_mand_other,2.277
FY2032,chg_tech_outlay_mand_other,-5.0
FY2033,chg_tech_outlay_mand_other,1.637
FY2034,chg_tech_outlay_mand_other,1.521
FY2025,chg_tech_outlay_mand_snap_child_nutrition,6.986
FY2026,chg_tech_outlay_mand_snap_child_nutrition,5.558
FY2027,chg_tech_outlay_mand_snap_child_nutrition,6.858
FY2028,chg_tech_outlay_mand_snap_child_nutrition,7.721
FY2029,chg_tech_outlay_mand_snap_child_nutrition,8.215
FY2030,chg_tech_outlay_mand_snap_child_nutrition,8.904
FY2031,chg_tech_outlay_mand_snap_child_nutrition,9.086
FY2032,chg_tech_outlay_mand_snap_child_nutrition,9.252
FY2033,chg_tech_outlay_mand_snap_child_nutrition,8.709
FY2034,chg_tech_outlay_mand_snap_child_nutrition,8.378
FY2025,chg_tech_outlay_mand_social_security,4.628
FY2026,chg_tech_outlay_mand_social_security,6.641
FY2027,chg_tech_outlay_mand_social_security,8.254
FY2028,chg_tech_outlay_mand_social_security,9.039
FY2029,chg_tech_outlay_mand_social_security,9.152
FY2030,chg_tech_outlay_mand_social_security,9.185
FY2031,chg_tech_outlay_mand_social_security,9.121
FY2032,chg_tech_outlay_mand_social_security,8.358
FY2033,chg_tech_outlay_mand_social_security,8.09
FY2034,chg_tech_outlay_mand_social_security,3.537
FY2025,chg_tech_outlay_mand_total,80.976
FY2026,chg_tech_outlay_mand_total,99.181
FY2027,chg_tech_outlay_mand_total,114.009
FY2028,chg_tech_outlay_mand_total,95.047
FY2029,chg_tech_outlay_mand_total,97.321
FY2030,chg_tech_outlay_mand_total,88.56
FY2031,chg_tech_outlay_mand_total,76.632
FY2032,chg_tech_outlay_mand_total,62.886
FY2033,chg_tech_outlay_mand_total,44.318
FY2034,chg_tech_outlay_mand_total,17.618
FY2025,chg_tech_outlay_mand_veterans,6.589
FY2026,chg_tech_outlay_mand_veterans,-3.874
FY2027,chg_tech_outlay_mand_veterans,0.987
FY2028,chg_tech_outlay_mand_veterans,3.692
FY2029,chg_tech_outlay_mand_veterans,5.299
FY2030,chg_tech_outlay_mand_veterans,4.04
FY2031,chg_tech_outlay_mand_veterans,4.154
FY2032,chg_tech_outlay_mand_veterans,4.688
FY2033,chg_tech_outlay_mand_veterans,5.529
FY2034,chg_tech_outlay_mand_veterans,3.649
FY2025,chg_tech_outlay_net_interest,2.845535
FY2026,chg_tech_outlay_net_interest,9.804582
FY2027,chg_tech_outlay_net_interest,10.496574
FY2028,chg_tech_outlay_net_interest,13.96602
FY2029,chg_tech_outlay_net_interest,19.334769
FY2030,chg_tech_outlay_net_interest,22.095847999999997
FY2031,chg_tech_outlay_net_interest,29.357913
FY2032,chg_tech_outlay_net_interest,34.816719
FY2033,chg_tech_outlay_net_interest,39.433765
FY2034,chg_tech_outlay_net_interest,39.47332
FY2025,chg_tech_outlay_total,95.621535
FY2026,chg_tech_outlay_total,110.727582
FY2027,chg_tech_outlay_total,124.494574
FY2028,chg_tech_outlay_total,120.25102
FY2029,chg_tech_outlay_total,122.190769
FY2030,chg_tech_outlay_total,118.312848
FY2031,chg_tech_outlay_total,112.784913
FY2032,chg_tech_outlay_total,102.691719
FY2033,chg_tech_outlay_total,88.809765
FY2034,chg_tech_outlay_total,59.293319999999994
FY2025,chg_tech_rev_corporate,-5.732
FY2026,chg_tech_rev_corporate,-7.336
FY2027,chg_tech_rev_corporate,-17.528
FY2028,chg_tech_rev_corporate,-21.753
FY2029,chg_tech_rev_corporate,-26.556
FY2030,chg_tech_rev_corporate,-30.589
FY2031,chg_tech_rev_corporate,-29.977
FY2032,chg_tech_rev_corporate,-28.476
FY2033,chg_tech_rev_corporate,-29.488
FY2034,chg_tech_rev_corporate,-35.438
FY2025,chg_tech_rev_individual,-37.789
FY2026,chg_tech_rev_individual,-9.492
FY2027,chg_tech_rev_individual,-1.135
FY2028,chg_tech_rev_individual,2.671
FY2029,chg_tech_rev_individual,-2.087
FY2030,chg_tech_rev_individual,-7.899
FY2031,chg_tech_rev_individual,-9.37
FY2032,chg_tech_rev_individual,-3.647
FY2033,chg_tech_rev_individual,1.243
FY2034,chg_tech_rev_individual,8.888
FY2025,chg_tech_rev_other,-4.596
FY2026,chg_tech_rev_other,5.790000000000003
FY2027,chg_tech_rev_other,6.288000000000001
FY2028,chg_tech_rev_other,0.7830000000000013
FY2029,chg_tech_rev_other,1.208000000000002
FY2030,chg_tech_rev_other,-36.224999999999994
FY2031,chg_tech_rev_other,-4.759
FY2032,chg_tech_rev_other,-3.6720000000000006
FY2033,chg_tech_rev_other,-3.460000000000001
FY2034,chg_tech_rev_other,-4.898999999999996
FY2025,chg_tech_rev_payroll,11.764
FY2026,chg_tech_rev_payroll,10.15
FY2027,chg_tech_rev_payroll,9.498
FY2028,chg_tech_rev_payroll,5.849
FY2029,chg_tech_rev_payroll,7.007
FY2030,chg_tech_rev_payroll,9.467
FY2031,chg_tech_rev_payroll,13.045
FY2032,chg_tech_rev_payroll,15.642
FY2033,chg_tech_rev_payroll,17.379
FY2034,chg_tech_rev_payroll,18.381
FY2025,chg_tech_rev_total,-36.353
FY2026,chg_tech_rev_total,-0.888
FY2027,chg_tech_rev_total,-2.877
FY2028,chg_tech_rev_total,-12.45
FY2029,chg_tech_rev_total,-20.428
FY2030,chg_tech_rev_total,-65.246
FY2031,chg_tech_rev_total,-31.061
FY2032,chg_tech_rev_total,-20.153
FY2033,chg_tech_rev_total,-14.326
FY2034,chg_tech_rev_total,-13.068
FY2024,proj_debt_avg_interest_rate,3.341
FY2025,proj_debt_avg_interest_rate,3.352
FY2026,proj_debt_avg_interest_rate,3.34
FY2027,proj_debt_avg_interest_rate,3.368
FY2028,proj_debt_avg_interest_rate,3.447
FY2029,proj_debt_avg_interest_rate,3.485
FY2030,proj_debt_avg_interest_rate,3.508
FY2031,proj_debt_avg_interest_rate,3.535
FY2032,proj_debt_avg_interest_rate,3.567
FY2033,proj_debt_avg_interest_rate,3.567
FY2034,proj_debt_avg_interest_rate,3.567
FY2035,proj_debt_avg_interest_rate,3.561
FY2024,proj_debt_change_from_deficit,1832.381
FY2025,proj_debt_change_from_deficit,1865.251
FY2026,proj_debt_change_from_deficit,1713.258
FY2027,proj_debt_change_from_deficit,1686.942
FY2028,proj_debt_change_from_deficit,1910.776
FY2029,proj_debt_change_from_deficit,1938.268
FY2030,proj_debt_change_from_deficit,2139.721
FY2031,proj_debt_change_from_deficit,2232.786
FY2032,proj_debt_change_from_deficit,2370.582
FY2033,proj_debt_change_from_deficit,2637.299
FY2034,proj_debt_change_from_deficit,2597.25
FY2035,proj_debt_change_from_deficit,2531.378
FY2024,proj_debt_change_other_financing,131.3299999999981
FY2025,proj_debt_change_other_financing,38.185
FY2026,proj_debt_change_other_financing,66.626
FY2027,proj_debt_change_other_financing,66.53
FY2028,proj_debt_change_other_financing,53.759
FY2029,proj_debt_change_other_financing,41.592
FY2030,proj_debt_change_other_financing,27.43
FY2031,proj_debt_change_other_financing,11.948
FY2032,proj_debt_change_other_financing,8.788
FY2033,proj_debt_change_other_financing,-24.025
FY2034,proj_debt_change_other_financing,-26.775
FY2035,proj_debt_change_other_financing,-31.016
FY2024,proj_debt_change_total,1963.7109999999982
FY2025,proj_debt_change_total,1903.436
FY2026,proj_debt_change_total,1779.884
FY2027,proj_debt_change_total,1753.472
FY2028,proj_debt_change_total,1964.535
FY2029,proj_debt_change_total,1979.8600000000001
FY2030,proj_debt_change_total,2167.151
FY2031,proj_debt_change_total,2244.734
FY2032,proj_debt_change_total,2379.37
FY2033,proj_debt_change_total,2613.274
FY2034,proj_debt_change_total,2570.475
FY2035,proj_debt_change_total,2500.362
FY2024,proj_debt_fed_reserve_holdings,4384.13
FY2025,proj_debt_fed_reserve_holdings,4467.056
FY2026,proj_debt_fed_reserve_holdings,5016.538
FY2027,proj_debt_fed_reserve_holdings,5602.476
FY2028,proj_debt_fed_reserve_holdings,6202.139
FY2029,proj_debt_fed_reserve_holdings,6802.985
FY2030,proj_debt_fed_reserve_holdings,7342.673
FY2031,proj_debt_fed_reserve_holdings,7858.973
FY2032,proj_debt_fed_reserve_holdings,8376.791
FY2033,proj_debt_fed_reserve_holdings,8896.327
