date,variable,value
FY2029,chg_econ_outlay_net_interest,43.133
FY2030,chg_econ_outlay_net_interest,68.348
FY2031,chg_econ_outlay_net_interest,98.395
FY2032,chg_econ_outlay_net_interest,128.228
FY2033,chg_econ_outlay_net_interest,155.558
FY2034,chg_econ_outlay_net_interest,184.405
FY2035,chg_econ_outlay_net_interest,210.593
FY2026,chg_econ_outlay_total,21.649
FY2027,chg_econ_outlay_total,34.624
FY2028,chg_econ_outlay_total,60.53
FY2029,chg_econ_outlay_total,83.184
FY2030,chg_econ_outlay_total,110.288
FY2031,chg_econ_outlay_total,137.647
FY2032,chg_econ_outlay_total,168.288
FY2033,chg_econ_outlay_total,193.521
FY2034,chg_econ_outlay_total,222.146
FY2035,chg_econ_outlay_total,245.217
FY2026,chg_econ_rev_corporate,27.757
FY2027,chg_econ_rev_corporate,37.525
FY2028,chg_econ_rev_corporate,38.942
FY2029,chg_econ_rev_corporate,38.133
FY2030,chg_econ_rev_corporate,36.671
FY2031,chg_econ_rev_corporate,34.258
FY2032,chg_econ_rev_corporate,31.566
FY2033,chg_econ_rev_corporate,29.34
FY2034,chg_econ_rev_corporate,28.425
FY2035,chg_econ_rev_corporate,27.795
FY2026,chg_econ_rev_customs,-17.098
FY2027,chg_econ_rev_customs,-19.727
FY2028,chg_econ_rev_customs,-28.84
FY2029,chg_econ_rev_customs,-34.652
FY2030,chg_econ_rev_customs,-38.188
FY2031,chg_econ_rev_customs,-42.426
FY2032,chg_econ_rev_customs,-49.287
FY2033,chg_econ_rev_customs,-55.381
FY2034,chg_econ_rev_customs,-59.272
FY2035,chg_econ_rev_customs,-62.954
FY2026,chg_econ_rev_fed_reserve,0.549
FY2027,chg_econ_rev_fed_reserve,-0.104
FY2028,chg_econ_rev_fed_reserve,-0.263
FY2029,chg_econ_rev_fed_reserve,0.13
FY2030,chg_econ_rev_fed_reserve,2.501
FY2031,chg_econ_rev_fed_reserve,7.287
FY2032,chg_econ_rev_fed_reserve,9.302
FY2033,chg_econ_rev_fed_reserve,11.712
FY2034,chg_econ_rev_fed_reserve,14.333
FY2035,chg_econ_rev_fed_reserve,16.608
FY2026,chg_econ_rev_individual,111.645
FY2027,chg_econ_rev_individual,132.697
FY2028,chg_econ_rev_individual,108.147
FY2029,chg_econ_rev_individual,74.711
FY2030,chg_econ_rev_individual,55.712
FY2031,chg_econ_rev_individual,44.196
FY2032,chg_econ_rev_individual,38.766
FY2033,chg_econ_rev_individual,35.373
FY2034,chg_econ_rev_individual,30.381
FY2035,chg_econ_rev_individual,28.023
FY2026,chg_econ_rev_other,4.795
FY2027,chg_econ_rev_other,5.521
FY2028,chg_econ_rev_other,4.723
FY2029,chg_econ_rev_other,4.067
FY2030,chg_econ_rev_other,3.614
FY2031,chg_econ_rev_other,3.29
FY2032,chg_econ_rev_other,3.07
FY2033,chg_econ_rev_other,2.901
FY2034,chg_econ_rev_other,2.863
FY2035,chg_econ_rev_other,2.922
FY2026,chg_econ_rev_payroll,-5.692
FY2027,chg_econ_rev_payroll,-5.771
FY2028,chg_econ_rev_payroll,-5.452
FY2029,chg_econ_rev_payroll,-5.375
FY2030,chg_econ_rev_payroll,-8.358
FY2031,chg_econ_rev_payroll,-10.016
FY2032,chg_econ_rev_payroll,-12.745
FY2033,chg_econ_rev_payroll,-15.299
FY2034,chg_econ_rev_payroll,-18.413
FY2035,chg_econ_rev_payroll,-22.048
FY2026,chg_econ_rev_total,121.956
FY2027,chg_econ_rev_total,150.141
FY2028,chg_econ_rev_total,117.257
FY2029,chg_econ_rev_total,77.014
FY2030,chg_econ_rev_total,51.952
FY2031,chg_econ_rev_total,36.589
FY2032,chg_econ_rev_total,20.672
FY2033,chg_econ_rev_total,8.646
FY2034,chg_econ_rev_total,-1.683
FY2035,chg_econ_rev_total,-9.654
FY2026,chg_leg_deficit_total,479.038
FY2027,chg_leg_deficit_total,569.0360000000001
FY2028,chg_leg_deficit_total,521.701
FY2029,chg_leg_deficit_total,420.46599999999995
FY2030,chg_leg_deficit_total,295.097
FY2031,chg_leg_deficit_total,222.046
FY2032,chg_leg_deficit_total,198.07599999999996
FY2033,chg_leg_deficit_total,219.55800000000002
FY2034,chg_leg_deficit_total,246.18699999999998
FY2035,chg_leg_deficit_total,256.225
FY2026,chg_leg_outlay_disc_def_base,24.439
FY2027,chg_leg_outlay_disc_def_base,22.931
FY2028,chg_leg_outlay_disc_def_base,24.589000000000002
FY2029,chg_leg_outlay_disc_def_base,26.601
FY2030,chg_leg_outlay_disc_def_base,27.51
FY2031,chg_leg_outlay_disc_def_base,28.073
FY2032,chg_leg_outlay_disc_def_base,29.005000000000003
FY2033,chg_leg_outlay_disc_def_base,29.656000000000002
FY2034,chg_leg_outlay_disc_def_base,30.037999999999997
FY2035,chg_leg_outlay_disc_def_base,30.7
FY2026,chg_leg_outlay_disc_def_nonbase,-2.596
FY2027,chg_leg_outlay_disc_def_nonbase,-5.486
FY2028,chg_leg_outlay_disc_def_nonbase,-7.585
FY2029,chg_leg_outlay_disc_def_nonbase,-9.487
FY2030,chg_leg_outlay_disc_def_nonbase,-10.861
FY2031,chg_leg_outlay_disc_def_nonbase,-11.729
FY2032,chg_leg_outlay_disc_def_nonbase,-12.336
FY2033,chg_leg_outlay_disc_def_nonbase,-12.829
FY2034,chg_leg_outlay_disc_def_nonbase,-13.26
FY2035,chg_leg_outlay_disc_def_nonbase,-13.607
FY2026,chg_leg_outlay_disc_defense,21.843
FY2027,chg_leg_outlay_disc_defense,17.445
FY2028,chg_leg_outlay_disc_defense,17.004
FY2029,chg_leg_outlay_disc_defense,17.114
FY2030,chg_leg_outlay_disc_defense,16.649
FY2031,chg_leg_outlay_disc_defense,16.344
FY2032,chg_leg_outlay_disc_defense,16.669
FY2033,chg_leg_outlay_disc_defense,16.827
FY2034,chg_leg_outlay_disc_defense,16.778
FY2035,chg_leg_outlay_disc_defense,17.093
FY2026,chg_leg_outlay_disc_nondef_base,-4.298000000000002
FY2027,chg_leg_outlay_disc_nondef_base,-15.376999999999995
FY2028,chg_leg_outlay_disc_nondef_base,-16.738
FY2029,chg_leg_outlay_disc_nondef_base,-17.729
FY2030,chg_leg_outlay_disc_nondef_base,-18.548000000000002
FY2031,chg_leg_outlay_disc_nondef_base,-18.825000000000003
FY2032,chg_leg_outlay_disc_nondef_base,-19.619
FY2033,chg_leg_outlay_disc_nondef_base,-20.691999999999993
FY2034,chg_leg_outlay_disc_nondef_base,-21.951000000000022
FY2035,chg_leg_outlay_disc_nondef_base,-22.912000000000006
FY2026,chg_leg_outlay_disc_nondef_nonbase,-33.838
FY2027,chg_leg_outlay_disc_nondef_nonbase,-65.194
FY2028,chg_leg_outlay_disc_nondef_nonbase,-81.227
FY2029,chg_leg_outlay_disc_nondef_nonbase,-95.525
FY2030,chg_leg_outlay_disc_nondef_nonbase,-106.964
FY2031,chg_leg_outlay_disc_nondef_nonbase,-114.71
FY2032,chg_leg_outlay_disc_nondef_nonbase,-120.875
FY2033,chg_leg_outlay_disc_nondef_nonbase,-125.504
FY2034,chg_leg_outlay_disc_nondef_nonbase,-129.575
FY2035,chg_leg_outlay_disc_nondef_nonbase,-133.196
FY2026,chg_leg_outlay_disc_nondefense,-38.136
FY2027,chg_leg_outlay_disc_nondefense,-80.571
FY2028,chg_leg_outlay_disc_nondefense,-97.965
FY2029,chg_leg_outlay_disc_nondefense,-113.254
FY2030,chg_leg_outlay_disc_nondefense,-125.512
FY2031,chg_leg_outlay_disc_nondefense,-133.535
FY2032,chg_leg_outlay_disc_nondefense,-140.494
FY2033,chg_leg_outlay_disc_nondefense,-146.196
FY2034,chg_leg_outlay_disc_nondefense,-151.526
FY2035,chg_leg_outlay_disc_nondefense,-156.108
FY2026,chg_leg_outlay_disc_total,-16.293
FY2027,chg_leg_outlay_disc_total,-63.126
FY2028,chg_leg_outlay_disc_total,-80.961
FY2029,chg_leg_outlay_disc_total,-96.14
FY2030,chg_leg_outlay_disc_total,-108.863
FY2031,chg_leg_outlay_disc_total,-117.191
FY2032,chg_leg_outlay_disc_total,-123.825
FY2033,chg_leg_outlay_disc_total,-129.369
FY2034,chg_leg_outlay_disc_total,-134.748
FY2035,chg_leg_outlay_disc_total,-139.015
FY2026,chg_leg_outlay_mand_agriculture,1.181
FY2027,chg_leg_outlay_mand_agriculture,7.62
FY2028,chg_leg_outlay_mand_agriculture,8.878
FY2029,chg_leg_outlay_mand_agriculture,8.566
FY2030,chg_leg_outlay_mand_agriculture,8.231
FY2031,chg_leg_outlay_mand_agriculture,8.22
FY2032,chg_leg_outlay_mand_agriculture,8.061
FY2033,chg_leg_outlay_mand_agriculture,7.951
FY2034,chg_leg_outlay_mand_agriculture,8.083
FY2035,chg_leg_outlay_mand_agriculture,8.604
FY2026,chg_leg_outlay_mand_coast_guard,0.39
FY2027,chg_leg_outlay_mand_coast_guard,1.21
FY2028,chg_leg_outlay_mand_coast_guard,2.39
FY2029,chg_leg_outlay_mand_coast_guard,3.07
FY2030,chg_leg_outlay_mand_coast_guard,3.59
FY2031,chg_leg_outlay_mand_coast_guard,3.48
FY2032,chg_leg_outlay_mand_coast_guard,3.47
FY2033,chg_leg_outlay_mand_coast_guard,3.52
FY2034,chg_leg_outlay_mand_coast_guard,2.01
FY2035,chg_leg_outlay_mand_coast_guard,0.0
FY2026,chg_leg_outlay_mand_eitc,2.198
FY2027,chg_leg_outlay_mand_eitc,18.664
FY2028,chg_leg_outlay_mand_eitc,19.055
FY2029,chg_leg_outlay_mand_eitc,19.969
FY2030,chg_leg_outlay_mand_eitc,19.952
FY2031,chg_leg_outlay_mand_eitc,20.777
FY2032,chg_leg_outlay_mand_eitc,20.777
FY2033,chg_leg_outlay_mand_eitc,22.51
FY2034,chg_leg_outlay_mand_eitc,22.22
FY2035,chg_leg_outlay_mand_eitc,24.31
FY2026,chg_leg_outlay_mand_energy_credits,-1.02
FY2027,chg_leg_outlay_mand_energy_credits,-3.525
FY2028,chg_leg_outlay_mand_energy_credits,-8.117
FY2029,chg_leg_outlay_mand_energy_credits,-12.579
FY2030,chg_leg_outlay_mand_energy_credits,-14.812
FY2031,chg_leg_outlay_mand_energy_credits,-16.495
FY2032,chg_leg_outlay_mand_energy_credits,-18.26
FY2033,chg_leg_outlay_mand_energy_credits,-1.068
FY2034,chg_leg_outlay_mand_energy_credits,-1.99
FY2035,chg_leg_outlay_mand_energy_credits,-2.206
FY2026,chg_leg_outlay_mand_immigration,12.707
FY2027,chg_leg_outlay_mand_immigration,23.413
FY2028,chg_leg_outlay_mand_immigration,32.517
FY2029,chg_leg_outlay_mand_immigration,33.92
FY2030,chg_leg_outlay_mand_immigration,28.541
FY2031,chg_leg_outlay_mand_immigration,19.444
FY2032,chg_leg_outlay_mand_immigration,12.283
FY2033,chg_leg_outlay_mand_immigration,3.876
FY2034,chg_leg_outlay_mand_immigration,1.364
FY2035,chg_leg_outlay_mand_immigration,-0.959
FY2026,chg_leg_outlay_mand_medicaid,-18.681
FY2027,chg_leg_outlay_mand_medicaid,-49.967
FY2028,chg_leg_outlay_mand_medicaid,-67.019
FY2029,chg_leg_outlay_mand_medicaid,-98.638
FY2030,chg_leg_outlay_mand_medicaid,-118.398
FY2031,chg_leg_outlay_mand_medicaid,-137.802
FY2032,chg_leg_outlay_mand_medicaid,-151.899
FY2033,chg_leg_outlay_mand_medicaid,-163.614
FY2034,chg_leg_outlay_mand_medicaid,-179.887
FY2035,chg_leg_outlay_mand_medicaid,-197.825
FY2026,chg_leg_outlay_mand_medicare_health,1.739
FY2027,chg_leg_outlay_mand_medicare_health,4.941
FY2028,chg_leg_outlay_mand_medicare_health,6.892
FY2029,chg_leg_outlay_mand_medicare_health,7.97
FY2030,chg_leg_outlay_mand_medicare_health,8.404
FY2031,chg_leg_outlay_mand_medicare_health,7.595
FY2032,chg_leg_outlay_mand_medicare_health,4.324
FY2033,chg_leg_outlay_mand_medicare_health,0.947
FY2034,chg_leg_outlay_mand_medicare_health,-1.017
FY2035,chg_leg_outlay_mand_medicare_health,-2.848
FY2026,chg_leg_outlay_mand_other,10.336
FY2027,chg_leg_outlay_mand_other,12.448
FY2028,chg_leg_outlay_mand_other,5.162
FY2029,chg_leg_outlay_mand_other,2.28
FY2030,chg_leg_outlay_mand_other,0.416
FY2031,chg_leg_outlay_mand_other,-0.104
FY2032,chg_leg_outlay_mand_other,0.455
FY2033,chg_leg_outlay_mand_other,-0.313
FY2034,chg_leg_outlay_mand_other,-0.686
FY2035,chg_leg_outlay_mand_other,-0.942
FY2026,chg_leg_outlay_mand_premium_tax,-3.13
FY2027,chg_leg_outlay_mand_premium_tax,-10.265
FY2028,chg_leg_outlay_mand_premium_tax,-15.135
FY2029,chg_leg_outlay_mand_premium_tax,-16.729
FY2030,chg_leg_outlay_mand_premium_tax,-15.746
FY2031,chg_leg_outlay_mand_premium_tax,-14.505
FY2032,chg_leg_outlay_mand_premium_tax,-13.786
FY2033,chg_leg_outlay_mand_premium_tax,-13.745
FY2034,chg_leg_outlay_mand_premium_tax,-13.165
FY2035,chg_leg_outlay_mand_premium_tax,-13.986
FY2026,chg_leg_outlay_mand_reconciliation,26.338
FY2027,chg_leg_outlay_mand_reconciliation,20.128
FY2028,chg_leg_outlay_mand_reconciliation,-26.168
FY2029,chg_leg_outlay_mand_reconciliation,-75.108
FY2030,chg_leg_outlay_mand_reconciliation,-120.041
FY2031,chg_leg_outlay_mand_reconciliation,-162.123
FY2032,chg_leg_outlay_mand_reconciliation,-195.109
FY2033,chg_leg_outlay_mand_reconciliation,-196.315
FY2034,chg_leg_outlay_mand_reconciliation,-210.937
FY2035,chg_leg_outlay_mand_reconciliation,-228.228
FY2026,chg_leg_outlay_mand_snap,-7.957
FY2027,chg_leg_outlay_mand_snap,-16.042
FY2028,chg_leg_outlay_mand_snap,-21.607
FY2029,chg_leg_outlay_mand_snap,-21.715
FY2030,chg_leg_outlay_mand_snap,-21.758
FY2031,chg_leg_outlay_mand_snap,-21.574
FY2032,chg_leg_outlay_mand_snap,-24.686
FY2033,chg_leg_outlay_mand_snap,-25.091
FY2034,chg_leg_outlay_mand_snap,-25.207
FY2035,chg_leg_outlay_mand_snap,-25.325
FY2026,chg_leg_outlay_mand_spectrum,-0.2
FY2027,chg_leg_outlay_mand_spectrum,-0.2
FY2028,chg_leg_outlay_mand_spectrum,-1.5
FY2029,chg_leg_outlay_mand_spectrum,-5.8
FY2030,chg_leg_outlay_mand_spectrum,-12.9
FY2031,chg_leg_outlay_mand_spectrum,-19.8
FY2032,chg_leg_outlay_mand_spectrum,-22.2
FY2033,chg_leg_outlay_mand_spectrum,-16.0
FY2034,chg_leg_outlay_mand_spectrum,-6.4
FY2035,chg_leg_outlay_mand_spectrum,0.0
FY2026,chg_leg_outlay_mand_student_loans,-13.49
FY2027,chg_leg_outlay_mand_student_loans,-14.11
FY2028,chg_leg_outlay_mand_student_loans,-15.005
FY2029,chg_leg_outlay_mand_student_loans,-15.645
FY2030,chg_leg_outlay_mand_student_loans,-16.035
FY2031,chg_leg_outlay_mand_student_loans,-16.275
FY2032,chg_leg_outlay_mand_student_loans,-16.515
FY2033,chg_leg_outlay_mand_student_loans,-16.735
FY2034,chg_leg_outlay_mand_student_loans,-16.985
FY2035,chg_leg_outlay_mand_student_loans,-17.151
FY2026,chg_leg_outlay_mand_total,28.642999999999997
FY2027,chg_leg_outlay_mand_total,20.626000000000005
FY2028,chg_leg_outlay_mand_total,-27.692
FY2029,chg_leg_outlay_mand_total,-75.015
FY2030,chg_leg_outlay_mand_total,-120.208
FY2031,chg_leg_outlay_mand_total,-161.715
FY2032,chg_leg_outlay_mand_total,-194.876
FY2033,chg_leg_outlay_mand_total,-202.898
FY2034,chg_leg_outlay_mand_total,-210.934
FY2035,chg_leg_outlay_mand_total,-228.214
FY2026,chg_leg_outlay_net_interest,4.696
FY2027,chg_leg_outlay_net_interest,27.514
FY2028,chg_leg_outlay_net_interest,47.085
FY2029,chg_leg_outlay_net_interest,64.316
FY2030,chg_leg_outlay_net_interest,78.069
FY2031,chg_leg_outlay_net_interest,87.598
FY2032,chg_leg_outlay_net_interest,95.461
FY2033,chg_leg_outlay_net_interest,103.345
FY2034,chg_leg_outlay_net_interest,112.102
FY2035,chg_leg_outlay_net_interest,121.622
FY2026,chg_leg_outlay_total,17.046
FY2027,chg_leg_outlay_total,-14.985999999999994
FY2028,chg_leg_outlay_total,-61.56799999999999
FY2029,chg_leg_outlay_total,-106.839
FY2030,chg_leg_outlay_total,-151.002
FY2031,chg_leg_outlay_total,-191.308
FY2032,chg_leg_outlay_total,-223.24
FY2033,chg_leg_outlay_total,-228.922
FY2034,chg_leg_outlay_total,-233.58
FY2035,chg_leg_outlay_total,-245.60699999999997
FY2026,chg_leg_rev_corporate,-98.28699999999999
FY2027,chg_leg_rev_corporate,-91.482
FY2028,chg_leg_rev_corporate,-79.38
FY2029,chg_leg_rev_corporate,-58.659
FY2030,chg_leg_rev_corporate,-25.718999999999998
FY2031,chg_leg_rev_corporate,-2.108
FY2032,chg_leg_rev_corporate,7.296
FY2033,chg_leg_rev_corporate,1.26
FY2034,chg_leg_rev_corporate,-1.822
FY2035,chg_leg_rev_corporate,-2.799
FY2026,chg_leg_rev_customs,0.0
FY2027,chg_leg_rev_customs,1.643
FY2028,chg_leg_rev_customs,6.652
FY2029,chg_leg_rev_customs,6.739
FY2030,chg_leg_rev_customs,6.853
FY2031,chg_leg_rev_customs,7.019
FY2032,chg_leg_rev_customs,7.205
FY2033,chg_leg_rev_customs,7.396
FY2034,chg_leg_rev_customs,7.584
FY2035,chg_leg_rev_customs,7.775
FY2026,chg_leg_rev_individual,-361.20500000000004
FY2027,chg_leg_rev_individual,-479.311
FY2028,chg_leg_rev_individual,-493.322
FY2029,chg_leg_rev_individual,-456.87699999999995
FY2030,chg_leg_rev_individual,-409.224
FY2031,chg_leg_rev_individual,-398.35499999999996
FY2032,chg_leg_rev_individual,-414.294
FY2033,chg_leg_rev_individual,-433.839
FY2034,chg_leg_rev_individual,-460.27000000000004
FY2035,chg_leg_rev_individual,-479.34799999999996
FY2026,chg_leg_rev_other,-1.009
FY2027,chg_leg_rev_other,-13.163
FY2028,chg_leg_rev_other,-15.578
FY2029,chg_leg_rev_other,-16.773
FY2030,chg_leg_rev_other,-17.101
FY2031,chg_leg_rev_other,-19.087
FY2032,chg_leg_rev_other,-20.723
FY2033,chg_leg_rev_other,-22.498
FY2034,chg_leg_rev_other,-24.44
FY2035,chg_leg_rev_other,-26.615
FY2026,chg_leg_rev_total,-461.992
FY2027,chg_leg_rev_total,-584.022
FY2028,chg_leg_rev_total,-583.269
FY2029,chg_leg_rev_total,-527.305
FY2030,chg_leg_rev_total,-446.099
FY2031,chg_leg_rev_total,-413.354
FY2032,chg_leg_rev_total,-421.316
FY2033,chg_leg_rev_total,-448.48
FY2034,chg_leg_rev_total,-479.767
FY2035,chg_leg_rev_total,-501.832
FY2026,chg_net_interest_deficit,28.7
FY2027,chg_net_interest_deficit,32.477
FY2028,chg_net_interest_deficit,53.339
FY2029,chg_net_interest_deficit,77.266
FY2030,chg_net_interest_deficit,104.287
FY2031,chg_net_interest_deficit,131.401
FY2032,chg_net_interest_deficit,156.544
FY2033,chg_net_interest_deficit,179.822
FY2034,chg_net_interest_deficit,210.192
